key,document_type,heading,law_name
150_2019_013764,statute,Sec. 637,TITLE 15-COMMERCE AND TRADE
cfr48v5_2019_005617,regulation,919.7002 Definitions.,Title 48
100_2019_018416,statute,Sec. 2323a,TITLE 10-ARMED FORCES
cfr48v7_2019_003807,regulation,9903.301 Definitions.,Title 48
410_2019_000895,statute,Sec. 1713,TITLE 41-PUBLIC CONTRACTS
400_2019_001467,statute,Sec. 3131,"TITLE 40-PUBLIC BUILDINGS, PROPERTY, AND WORKS"
150_2019_017236,statute,Sec. 657p,TITLE 15-COMMERCE AND TRADE
150_2019_012075,statute,Sec. 631b,TITLE 15-COMMERCE AND TRADE
100_2019_017704,statute,Sec. 2305,TITLE 10-ARMED FORCES
390_2019_001129,statute,Sec. 3204,TITLE 39-POSTAL SERVICE
cfr40v1_2019_000347,regulation,§ 33.202 How does an entity qualify as an MBE or WBE under EPA's 8% statute?,Title 40
150_2019_017512,statute,Sec. 661,TITLE 15-COMMERCE AND TRADE
cfr48v1_2019_006743,regulation,15.101-2 Lowest price technically acceptable source selection process.,Title 48
430_2019_005326,statute,Sec. 1626,TITLE 43-PUBLIC LANDS
100_2019_017457,statute,[Sec. 2301,TITLE 10-ARMED FORCES
380_2019_008507,statute,Sec. 4211,TITLE 38-VETERANS&apos; BENEFITS
100_2019_017653,statute,Sec. 2304b,TITLE 10-ARMED FORCES
cfr48v5_2019_011302,regulation,1319.812 Contract administration.,Title 48
120_2019_002541,statute,Sec. 635g,TITLE 12-BANKS AND BANKING
420_2019_081206,statute,Secs. 1456 to 1460,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr48v4_2019_006954,regulation,619.811-1 Sole source.,Title 48
150_2019_015122,statute,Sec. 639,TITLE 15-COMMERCE AND TRADE
cfr48v1_2019_009087,regulation,19.304 Small disadvantaged business status.,Title 48
cfr48v5_2019_009551,regulation,1019.202-70 The Treasury Mentor Protégé Program.,Title 48
150_2019_012649,statute,Sec. 634d,TITLE 15-COMMERCE AND TRADE
cfr7v1_2019_004675,regulation,"§ 2.37 Director, Office of Small and Disadvantaged Business Utilization.",Title 7
cfr48v5_2019_002812,regulation,819.800 General.,Title 48
420_2019_130810,statute,Sec. 9815,TITLE 42-THE PUBLIC HEALTH AND WELFARE
