key,document_type,heading,law_name
080_2019_000144,statute,Sec. 1101,TITLE 8-ALIENS AND NATIONALITY
490_2019_018206,statute,Sec. 44939,TITLE 49-TRANSPORTATION
150_2019_007736,statute,Sec. 78dd-3,TITLE 15-COMMERCE AND TRADE
180_2019_004050,statute,Sec. 1202,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_005493,statute,Sec. 1357,TITLE 8-ALIENS AND NATIONALITY
cfr28v2_2019_007285,regulation,§ 94.12 Definitions.,Title 28
cfr48v2_2019_005043,regulation,52.222-54 Employment Eligibility Verification.,Title 48
220_2019_029024,statute,Sec. 8511,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
490_2019_018055,statute,Sec. 44935,TITLE 49-TRANSPORTATION
cfr29v9_2019_002442,regulation,§ 1986.101 Definitions.,Title 29
080_2019_008053,statute,Sec. 1761,TITLE 8-ALIENS AND NATIONALITY
cfr41v4_2019_002219,regulation,§ 302-3.509 What policies must we follow when appointing an employee to an overseas assignment?,Title 41
220_2019_000058,statute,Sec. 212a,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr28v2_2019_008021,regulation,§ 105.11 Individuals not requiring a security risk assessment.,Title 28
180_2019_002238,statute,Sec. 875,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
420_2019_078164,statute,Sec. 1437a,TITLE 42-THE PUBLIC HEALTH AND WELFARE
080_2019_004748,statute,Sec. 1281,TITLE 8-ALIENS AND NATIONALITY
080_2019_007531,statute,Sec. 1613,TITLE 8-ALIENS AND NATIONALITY
290_2019_018274,statute,Sec. 3293,TITLE 29-LABOR
180_2019_005990,statute,Sec. 2251,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_007833,statute,Sec. 1721,TITLE 8-ALIENS AND NATIONALITY
150_2019_042424,statute,Sec. 7410,TITLE 15-COMMERCE AND TRADE
cfr27v3_2019_001956,regulation,§ 555.106 Certain prohibited distributions.,Title 27
cfr30v2_2019_008269,regulation,§ 551.1 Definitions.,Title 30
cfr45v5_2019_007520,regulation,§ 1626.2 Definitions.,Title 45
cfr49v9_2019_005755,regulation,§ 1570.3 Terms used in this subchapter.,Title 49
cfr46v1_2019_001806,regulation,§ 10.107 Definitions in subchapter B.,Title 46
260_2019_051232,statute,Sec. 3306,TITLE 26-INTERNAL REVENUE CODE
100_2019_031962,statute,Sec. 12201,TITLE 10-ARMED FORCES
080_2019_008115,statute,Sec. 1775,TITLE 8-ALIENS AND NATIONALITY
cfr45v5_2019_007612,regulation,§ 1626.11 H-2 agricultural and forestry workers.,Title 45
cfr30v2_2019_010893,regulation,§ 585.106 Who can hold a lease or grant under this part?,Title 30
220_2019_023562,statute,Sec. 6701,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
220_2019_012786,statute,Sec. 2708,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr30v2_2019_010409,regulation,§ 582.3 Definitions.,Title 30
500_2019_000032,statute,Sec. 47c,TITLE 50-WAR AND NATIONAL DEFENSE
150_2019_007671,statute,Sec. 78dd-2,TITLE 15-COMMERCE AND TRADE
cfr29v3_2019_001154,regulation,§ 503.0 Introduction.,Title 29
500_2019_006545,statute,Sec. 2654,TITLE 50-WAR AND NATIONAL DEFENSE
cfr43v2_2019_006105,regulation,§ 3132.1 Who may hold a lease.,Title 43
220_2019_015026,statute,Sec. 3303,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr26v20_2019_012335,regulation,§ 301.7701(b)-3 Days of presence in the United States that are excluded for purposes of section 7701(b).,Title 26
cfr30v2_2019_005814,regulation,§ 251.1 Definitions.,Title 30
420_2019_087969,statute,Sec. 1869c,TITLE 42-THE PUBLIC HEALTH AND WELFARE
080_2019_007390,statute,Sec. 1612,TITLE 8-ALIENS AND NATIONALITY
080_2019_002983,statute,Sec. 1201,TITLE 8-ALIENS AND NATIONALITY
080_2019_007289,statute,Sec. 1572,TITLE 8-ALIENS AND NATIONALITY
080_2019_004861,statute,Sec. 1303,TITLE 8-ALIENS AND NATIONALITY
180_2019_004649,statute,Sec. 1543,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_006390,statute,Sec. 1380,TITLE 8-ALIENS AND NATIONALITY
420_2019_150458,statute,Sec. 14941,TITLE 42-THE PUBLIC HEALTH AND WELFARE
520_2019_002705,statute,Sec. 30118,TITLE 52-VOTING AND ELECTIONS
cfr7v15_2019_003887,regulation,§ 3406.2 Definitions.,Title 7
cfr42v1_2019_006511,regulation,§ 57.2202 Definitions.,Title 42
220_2019_004399,statute,Sec. 1474,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr29v3_2019_000949,regulation,§ 502.10 Definitions.,Title 29
cfr42v1_2019_006180,regulation,§ 57.302 Definitions.,Title 42
180_2019_004023,statute,Sec. 1201,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_007438,statute,Sec. 2339C,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_000500,statute,Sec. 1105a,TITLE 8-ALIENS AND NATIONALITY
cfr8v1_2019_002772,regulation,§ 208.21 Admission of the asylee's spouse and children.,Title 8
cfr20v3_2019_004302,regulation,§ 655.1 Scope and purpose of this subpart.,Title 20
500_2019_013120,statute,Sec. 3802,TITLE 50-WAR AND NATIONAL DEFENSE
cfr20v3_2019_008286,regulation,§ 656.2 Description of the Immigration and Nationality Act and of the Department of Labor's role thereunder.,Title 20
220_2019_015299,statute,Sec. 3508,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
220_2019_024695,statute,Sec. 7103,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
100_2019_031921,statute,Sec. 12102,TITLE 10-ARMED FORCES
cfr27v3_2019_000305,regulation,§ 478.11 Meaning of terms.,Title 27
cfr33v2_2019_002121,regulation,§ 141.20 Exemptions from restrictions on employment.,Title 33
460_2019_007916,statute,Sec. 70105,TITLE 46-SHIPPING
480_2019_001322,statute,Sec. 1806,TITLE 48-TERRITORIES AND INSULAR POSSESSIONS
220_2019_013242,statute,Sec. 2730,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
080_2019_008101,statute,Sec. 1772,TITLE 8-ALIENS AND NATIONALITY
cfr8v1_2019_009621,regulation,§ 248.2 Ineligible classes.,Title 8
500_2019_001666,statute,Sec. 1801,TITLE 50-WAR AND NATIONAL DEFENSE
450_2019_000824,statute,Sec. 351,TITLE 45-RAILROADS
180_2019_001951,statute,Sec. 831,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr15v2_2019_004031,regulation,§ 740.21 Support for the Cuban People (SCP).,Title 15
cfr7v4_2019_004893,regulation,§ 246.7 Certification of participants.,Title 7
060_2019_000003,statute,Sec. 101,TITLE 6-DOMESTIC SECURITY
cfr20v3_2019_007050,regulation,§ 655.1102 What are the definitions of terms that are used in these regulations?,Title 20
080_2019_005310,statute,Sec. 1325,TITLE 8-ALIENS AND NATIONALITY
cfr26v17_2019_000829,regulation,§ 31.3121(b)(19)-1 Services of certain nonresident aliens.,Title 26
080_2019_002469,statute,Sec. 1187,TITLE 8-ALIENS AND NATIONALITY
070_2019_028910,statute,Sec. 3508,TITLE 7-AGRICULTURE
140_2019_002145,statute,Sec. 3903,TITLE 14-COAST GUARD
080_2019_000471,statute,Sec. 1104,TITLE 8-ALIENS AND NATIONALITY
cfr7v1_2019_004507,regulation,§ 2.29 Chief Economist.,Title 7
cfr28v2_2019_008008,regulation,"§ 105.10 Definitions, purpose, and scope.",Title 28
cfr30v2_2019_006359,regulation,§ 282.3 Definitions.,Title 30
180_2019_007257,statute,Sec. 2332i,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr7v15_2019_005466,regulation,§ 3430.803 Eligibility.,Title 7
180_2019_008042,statute,Sec. 2523,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr28v2_2019_003348,regulation,§ 65.80 General.,Title 28
cfr26v17_2019_002189,regulation,§ 31.3306(c)(18)-1 Services of certain nonresident aliens.,Title 26
cfr27v3_2019_001656,regulation,"§ 555.26 Prohibited shipment, transportation, receipt, possession, or distribution of explosive materials.",Title 27
cfr48v3_2019_003433,regulation,222.7301 Prohibition on use of nonimmigrant aliens.,Title 48
180_2019_006019,statute,Sec. 2252,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_003800,statute,Sec. 1091,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
060_2019_002410,statute,Sec. 236,TITLE 6-DOMESTIC SECURITY
180_2019_004054,statute,Sec. 1203,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_004717,statute,Sec. 1255b,TITLE 8-ALIENS AND NATIONALITY
cfr30v2_2019_004231,regulation,§ 250.1009 Requirements to obtain pipeline right-of-way grants.,Title 30
cfr48v1_2019_011401,regulation,22.1801 Definitions.,Title 48
180_2019_002078,statute,Sec. 842,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr29v3_2019_000052,regulation,§ 500.20 Definitions.,Title 29
cfr29v3_2019_000701,regulation,§ 501.3 Definitions.,Title 29
260_2019_059675,statute,Sec. 5861,TITLE 26-INTERNAL REVENUE CODE
cfr46v1_2019_008429,regulation,§ 28.1100 General.,Title 46
070_2019_022172,statute,Sec. 2020,TITLE 7-AGRICULTURE
180_2019_002399,statute,Sec. 922,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
080_2019_000430,statute,Sec. 1102,TITLE 8-ALIENS AND NATIONALITY
100_2019_013818,statute,Sec. 1564b,TITLE 10-ARMED FORCES
080_2019_008093,statute,Sec. 1771,TITLE 8-ALIENS AND NATIONALITY
180_2019_003864,statute,Sec. 1116,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
190_2019_014058,statute,Sec. 3401,TITLE 19-CUSTOMS DUTIES
080_2019_007739,statute,Sec. 1701,TITLE 8-ALIENS AND NATIONALITY
cfr22v1_2019_010067,regulation,§ 126.13 Required information.,Title 22
cfr46v1_2019_002285,regulation,§ 10.221 Citizenship.,Title 46
080_2019_003996,statute,Sec. 1232,TITLE 8-ALIENS AND NATIONALITY
500_2019_009559,statute,Sec. 3124,TITLE 50-WAR AND NATIONAL DEFENSE
190_2019_016857,statute,Sec. 4201,TITLE 19-CUSTOMS DUTIES
cfr26v17_2019_002409,regulation,"§ 31.3401(a)(6)-1A Remuneration for services of certain nonresident alien individuals paid before January 1, 1967.",Title 26
080_2019_002292,statute,Sec. 1184a,TITLE 8-ALIENS AND NATIONALITY
cfr26v17_2019_000821,regulation,§ 31.3121(b)(18)-1 Services performed by a resident of the Republic of the Philippines while temporarily in Guam.,Title 26
cfr42v1_2019_005966,regulation,§ 57.202 Definitions.,Title 42
cfr30v2_2019_010215,regulation,§ 581.4 Qualifications of lessees.,Title 30
500_2019_013189,statute,Sec. 3806,TITLE 50-WAR AND NATIONAL DEFENSE
220_2019_030591,statute,Sec. 8901,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
100_2019_013770,statute,Sec. 1564a,TITLE 10-ARMED FORCES
060_2019_002837,statute,Sec. 279,TITLE 6-DOMESTIC SECURITY
080_2019_006587,statute,Sec. 1435,TITLE 8-ALIENS AND NATIONALITY
060_2019_002822,statute,Sec. 278,TITLE 6-DOMESTIC SECURITY
cfr34v3_2019_007339,regulation,§ 668.2 General definitions.,Title 34
cfr20v3_2019_006383,regulation,§ 655.715 Definitions.,Title 20
080_2019_005786,statute,Sec. 1367,TITLE 8-ALIENS AND NATIONALITY
080_2019_007995,statute,Sec. 1735,TITLE 8-ALIENS AND NATIONALITY
060_2019_002664,statute,Sec. 255,TITLE 6-DOMESTIC SECURITY
080_2019_001183,statute,Sec. 1181,TITLE 8-ALIENS AND NATIONALITY
070_2019_018960,statute,Sec. 1996,TITLE 7-AGRICULTURE
480_2019_001556,statute,Sec. 1808,TITLE 48-TERRITORIES AND INSULAR POSSESSIONS
180_2019_007768,statute,Sec. 2442,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
060_2019_010805,statute,Sec. 1170,TITLE 6-DOMESTIC SECURITY
150_2019_010712,statute,Sec. 278g,TITLE 15-COMMERCE AND TRADE
cfr12v7_2019_001804,regulation,"§ 613.3000 Financing for farmers, ranchers, and aquatic producers or harvesters.",Title 12
cfr26v11_2019_004976,regulation,§ 1.871-9 Nonresident alien students or trainees deemed to be engaged in U.S. business.,Title 26
080_2019_005584,statute,Sec. 1365,TITLE 8-ALIENS AND NATIONALITY
cfr46v1_2019_005199,regulation,§ 12.809 Citizenship and identity.,Title 46
cfr32v6_2019_003739,regulation,§ 1630.42 Class 4-C: Alien or dual national.,Title 32
180_2019_000535,statute,Sec. 178,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr15v2_2019_003662,regulation,§ 740.14 Baggage (BAG).,Title 15
180_2019_007673,statute,Sec. 2421,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
210_2019_019355,statute,Sec. 2302,TITLE 21-FOOD AND DRUGS
cfr45v5_2019_007604,regulation,§ 1626.10 Special eligibility questions.,Title 45
cfr19v1_2019_013956,regulation,"§ 122.49b Electronic manifest requirement for crew members and non-crew members onboard commercial aircraft arriving in, continuing within, and overflying the United States.",Title 19
cfr20v3_2019_008296,regulation,"§ 656.3 Definitions, for purposes of this part, of terms used in this part.",Title 20
180_2019_007686,statute,Sec. 2422,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
180_2019_008727,statute,Sec. 3077,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
060_2019_010237,statute,Sec. 1143,TITLE 6-DOMESTIC SECURITY
