key,document_type,heading,law_name
050_1998_000253,statute,Sec. 552a,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr43v1_1998_000313,regulation,§ 2.46 Definitions.,Title 43
cfr29v4_1998_003195,regulation,§ 1611.13 Specific exemptions.,Title 29
cfr32v5_1998_001296,regulation,§ 701.109 Access to records.,Title 32
cfr32v4_1998_001399,regulation,§ 701.111 Privacy Act appeals.,Title 32
cfr32v2_1998_010330,regulation,§ 310.3 Definitions.,Title 32
cfr49v6_1998_000514,regulation,§ 1011.5 Delegations to individual Board Members.,Title 49
cfr25v1_1998_011575,regulation,§ 700.275 Requests for access to records.,Title 25
cfr10v4_1998_007829,regulation,§ 1101.1 Purpose and scope.,Title 10
cfr7v6_1998_001138,regulation,§ 400.683 Administration and maintenance.,Title 7
cfr15v3_1998_003645,regulation,§ 2005.1 Rules for determining if an individual is the subject of a record.,Title 15
cfr29v2_1998_001362,regulation,§ 220.51 Disclosure of information.,Title 29
cfr38v1_1998_000857,regulation,§ 1.579 Amendment of records.,Title 38
cfr45v4_1998_010033,regulation,§ 2507.8 How are fees determined?,Title 45
cfr48v4_1998_004702,regulation,452.224-70 Confidentiality of Information.,Title 48
cfr45v1_1998_001044,regulation,§ 30.1 Purpose and scope.,Title 45
cfr4v1_1998_001842,regulation,§ 102.5 Use of consumer reporting agencies.,Title 4
cfr31v1_1998_000085,regulation,§ 0.216 Privacy Act.,Title 31
cfr28v1_1998_003467,regulation,§ 16.72 Exemption of Office of the Associate Attorney General System—limited access.,Title 28
cfr42v1_1998_000463,regulation,§ 4.1 Programs to which these regulations apply.,Title 42
cfr32v2_1998_013213,regulation,§ 323.5 Procedures.,Title 32
cfr12v6_1998_005127,regulation,§ 909.9 Exemptions.,Title 12
cfr12v6_1998_004304,regulation,§ 792.46 What will the NCUA do with my request?,Title 12
cfr12v5_1998_000085,regulation,§ 503.2 Exemptions of records containing investigatory material compiled for law enforcement purposes.,Title 12
cfr29v2_1998_000802,regulation,"§ 102.118 Present and former Board employees prohibited from producing files, records, etc., pursuant to subpoena ad testificandum or subpoena duces tecum; prohibited from testifying in regard thereto; production of witnesses’ statements after direct testimony.",Title 29
cfr35v1_1998_000615,regulation,§ 60.12 Mandatory review for declassification.,Title 35
cfr32v6_1998_008105,regulation,§ 2102.1 Introduction.,Title 32
cfr26v19_1998_001112,regulation,§ 601.702 Publication and public inspection.,Title 26
cfr22v2_1998_006939,regulation,§ 1101.8 Disclosure of records to third-parties.,Title 22
cfr8v1_1998_002017,regulation,§ 103.22 Records exempt in whole or in part.,Title 8
cfr20v3_1998_001858,regulation,§ 617.57 Recordkeeping; disclosure of information.,Title 20
cfr32v2_1998_011582,regulation,§ 316.8 Exemptions.,Title 32
cfr32v2_1998_012946,regulation,§ 321.13 Penalties.,Title 32
cfr28v1_1998_003531,regulation,§ 16.75 Exemption of the Office of the Inspector General Systems/Limited Access.,Title 28
cfr12v6_1998_004260,regulation,§ 792.37 Training and employee standards of conduct with regard to privacy.,Title 12
cfr32v6_1998_007261,regulation,§ 1905.4 Procedure for production.,Title 32
cfr22v2_1998_004928,regulation,§ 603.2 Definitions.,Title 22
050_1998_001239,statute,Sec. 1212,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr12v6_1998_005032,regulation,§ 909.1 General.,Title 12
cfr37v1_1998_006236,regulation,§ 204.9 Judicial review.,Title 37
cfr22v2_1998_005435,regulation,§ 707.12 Definitions.,Title 22
cfr22v2_1998_001945,regulation,§ 505.12 Civil remedies and criminal penalties.,Title 22
cfr35v1_1998_002578,regulation,§ 251.3 Panama Area Personnel Board.,Title 35
200_1998_005958,statute,Sec. 1080a,TITLE 20-EDUCATION
cfr45v3_1998_004328,regulation,§ 1115.6 Disclosure of records to agencies or persons other than the individual to whom the record pertains.,Title 45
cfr17v2_1998_001451,regulation,§ 200.735-3 General provisions.,Title 17
cfr15v1_1998_000504,regulation,§ 4a.9 Requests under the Privacy Act and the Freedom of Information Act involving classifed records.,Title 15
cfr28v1_1998_003592,regulation,"§ 16.78 Exemption of the Special Counsel for Immigration-Related, Unfair Employment Practices Systems.",Title 28
cfr44v1_1998_001001,regulation,§ 6.87 Specific exemptions.,Title 44
cfr32v5_1998_000906,regulation,§ 701.42 Application.,Title 32
cfr10v1_1998_002723,regulation,§ 9.65 Access determinations; appeals.,Title 10
cfr31v2_1998_006068,regulation,§ 500.710 Discovery.,Title 31
cfr8v1_1998_002028,regulation,§ 103.24 Requests for accounting of record disclosure.,Title 8
cfr32v5_1998_001536,regulation,§ 701.115 Computer matching program.,Title 32
cfr32v5_1998_004576,regulation,§ 725.9 Action to grant or deny a request.,Title 32
160_1998_002914,statute,Sec. 410cc-35,TITLE 16-CONSERVATION
cfr42v2_1998_000203,regulation,§ 401.102 Definitions.,Title 42
cfr31v2_1998_004903,regulation,§ 357.24 Availability and disclosure of TREASURY DIRECT records.,Title 31
cfr32v5_1998_001545,regulation,§ 701.116 Purpose.,Title 32
cfr24v1_1998_002239,regulation,§ 16.2 Definitions.,Title 24
cfr13v1_1998_000203,regulation,§ 102.20 What privacy rights does this subpart regulate?,Title 13
cfr32v5_1998_001639,regulation,§ 701.119 Exemptions for Specific Marine Corps Record Systems.,Title 32
cfr28v1_1998_003916,regulation,"§ 16.92 Exemption of Land and Natural Resources Division System—limited access, as indicated.",Title 28
cfr22v2_1998_006903,regulation,§ 1101.7 Disclosure of records to individuals who are subjects of those records.,Title 22
cfr28v2_1998_009429,regulation,§ 700.27 Other rights and services.,Title 28
cfr7v15_1998_004999,regulation,§ 3411.13 Availability of information.,Title 7
cfr32v5_1998_007201,regulation,§ 757.18 Asserting the claim.,Title 32
cfr20v3_1998_012530,regulation,§ 903.1 Purpose and scope of regulations.,Title 20
cfr12v4_1998_001859,regulation,§ 310.12 Penalties.,Title 12
cfr38v1_1998_010851,regulation,§ 14.801 Applicability.,Title 38
cfr17v2_1998_001167,regulation,§ 200.313 Inspector General exemptions.,Title 17
cfr31v2_1998_009701,regulation,§ 597.801 Procedures.,Title 31
cfr16v2_1998_000367,regulation,§ 1014.12 Specific exemptions.,Title 16
cfr32v3_1998_000396,regulation,§ 505.3 Disclosure of personal information to other agencies and third parties.,Title 32
cfr32v2_1998_011182,regulation,§ 310.70 Statutory training requirements.,Title 32
cfr14v5_1998_001116,regulation,§ 1212.203 Disclosures.,Title 14
cfr22v2_1998_006052,regulation,"§ 1003.1 General policies, conditions of disclosure, accounting of certain disclosures, and definitions.",Title 22
cfr28v2_1998_006964,regulation,§ 513.34 Protection of individual privacy—disclosure of records to third parties.,Title 28
160_1998_021310,statute,Sec. 1536,TITLE 16-CONSERVATION
cfr29v1_1998_001045,regulation,§ 5.6 Enforcement.,Title 29
cfr45v3_1998_001894,regulation,§ 613.5 Disclosure of records to agencies or persons other than the individual to whom the record pertains.,Title 45
cfr22v2_1998_001023,regulation,§ 309.41 Referrals to collection agencies.,Title 22
cfr12v6_1998_004249,regulation,§ 792.34 Exemptions.,Title 12
cfr7v1_1998_000229,regulation,§ 1.117 Agency review of request for correction or amendment of record.,Title 7
cfr12v4_1998_005503,regulation,§ 405.5 Disclosure of records pertaining to individuals to agencies or to individuals other than the individual to whom said records pertain.,Title 12
cfr45v1_1998_001072,regulation,§ 30.11 Collection rule.,Title 45
cfr45v3_1998_001888,regulation,§ 613.4 Correction of records.,Title 45
cfr10v1_1998_002680,regulation,§ 9.52 Types of requests.,Title 10
cfr24v1_1998_002691,regulation,§ 17.76 Disclosure to a consumer reporting agency.,Title 24
cfr10v1_1998_002770,regulation,§ 9.85 Fees.,Title 10
cfr28v1_1998_004141,regulation,§ 16.98 Exemption of the Drug Enforcement Administration (DEA)—limited access.,Title 28
cfr38v1_1998_001324,regulation,§ 1.923 Contracting for collection services.,Title 38
cfr32v2_1998_011368,regulation,§ 311.7 Procedures for exemptions.,Title 32
cfr22v1_1998_009144,regulation,§ 171.32 Exemptions.,Title 22
cfr28v2_1998_009389,regulation,§ 700.23 Notice of subpoenas and emergency disclosures.,Title 28
cfr28v1_1998_003557,regulation,§ 16.76 Exemption of Justice Management Division.,Title 28
cfr12v4_1998_005480,regulation,§ 405.1 Purpose and scope.,Title 12
cfr21v1_1998_004409,regulation,§ 21.65 Access to records in exempt systems.,Title 21
100_1998_004950,statute,Sec. 1102,TITLE 10-ARMED FORCES
cfr10v4_1998_004361,regulation,§ 1008.3 Employee standards of conduct with regard to privacy.,Title 10
cfr45v4_1998_001441,regulation,§ 1224.1-8 Rules of conduct.,Title 45
cfr40v23_1998_007835,regulation,§ 1516.8 Appeal of an initial adverse agency determination on correction or amendment of the record.,Title 40
cfr22v2_1998_006125,regulation,§ 1003.5 Access to personal information from Inter-American Foundation records.,Title 22
cfr28v1_1998_003618,regulation,§ 16.81 Exemption of United States Attorneys Systems—limited access.,Title 28
cfr32v2_1998_012828,regulation,§ 320.11 Specific exemptions.,Title 32
cfr4v1_1998_001846,regulation,§ 102.6 Contracting for collection services.,Title 4
cfr17v2_1998_003158,regulation,§ 204.77 Referrals to collection agencies.,Title 17
cfr39v1_1998_003033,regulation,§ 491.7 Release of information.,Title 39
cfr28v2_1998_009382,regulation,§ 700.22 Request for accounting of record disclosures.,Title 28
cfr32v5_1998_001360,regulation,§ 701.110 Amendment of records.,Title 32
cfr32v2_1998_012617,regulation,§ 318.11 Exemption rules.,Title 32
cfr12v4_1998_005496,regulation,§ 405.4 Correction of records pertaining to individuals.,Title 12
cfr38v1_1998_000737,regulation,§ 1.555 Fees.,Title 38
cfr16v2_1998_000366,regulation,§ 1014.11 Penalties.,Title 16
cfr38v1_1998_001708,regulation,§ 2.6 Secretary's delegations of authority to certain officials (38 U.S.C. 512).,Title 38
cfr32v6_1998_006576,regulation,§ 1665.1 Rules for determining if an individual is the subject of a record.,Title 32
cfr24v1_1998_002711,regulation,§ 17.77 Contracts for collection services.,Title 24
cfr29v1_1998_002781,regulation,§ 20.3 Agency responsibilities.,Title 29
cfr45v1_1998_000166,regulation,§ 5.4 Relationship between the FOIA and the Privacy Act of 1974.,Title 45
cfr15v3_1998_003650,regulation,§ 2005.2 Requests for access.,Title 15
cfr32v2_1998_011211,regulation,§ 310.103 Criminal penalties.,Title 32
cfr36v3_1998_003467,regulation,§ 1121.8 Appeal of an initial adverse agency determination on correction or amendment of the record.,Title 36
cfr28v1_1998_004386,regulation,§ 16.102 Exemption of Drug Enforcement Administration and Immigration and Naturalization Service Joint System of Records.,Title 28
cfr12v6_1998_005035,regulation,§ 909.2 Definitions.,Title 12
cfr41v1_1998_000952,regulation,§ 51-9.101-4 Rules of conduct.,Title 41
cfr28v2_1998_009462,regulation,§ 701.10 General provisions.,Title 28
cfr29v4_1998_003164,regulation,§ 1611.8 Agency review of request for correction or amendment to record.,Title 29
cfr44v1_1998_000823,regulation,§ 6.1 Purpose and scope of part.,Title 44
cfr32v5_1998_004022,regulation,§ 724.212 Availability of records.,Title 32
cfr15v1_1998_000532,regulation,§ 4b.1 Purpose and scope.,Title 15
cfr45v3_1998_007125,regulation,§ 1177.10 Collection services.,Title 45
