key,document_type,heading,law_name
050_2019_000234,statute,Sec. 552,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
420_2019_003516,statute,Sec. 247d-6b,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr17v2_2019_003585,regulation,§ 147.3 General requirement of open meetings; grounds upon which meetings may be closed.,Title 17
cfr7v15_2019_001527,regulation,§ 3011.3 Indexes.,Title 7
cfr33v1_2019_013918,regulation,§ 118.3 Incorporation by reference.,Title 33
cfr2v1_2019_001741,regulation,§ 200.211 Public access to Federal award information.,Title 2
cfr18v1_2019_005054,regulation,§ 35.32 General provisions.,Title 18
cfr42v5_2019_002217,regulation,§ 483.102 Applicability and definitions.,Title 42
cfr31v1_2019_000461,regulation,§ 1.26 Procedures for notification and access to records pertaining to individuals—format and fees for request for access.,Title 31
cfr50v12_2019_008371,regulation,§ 622.413 Incorporation by reference.,Title 50
cfr41v3_2019_008894,regulation,§ 105-69.105 Definitions.,Title 41
cfr22v2_2019_006365,regulation,§ 1411.12 Annual report.,Title 22
cfr46v9_2019_001783,regulation,§ 503.73 Exceptions—meetings.,Title 46
cfr16v2_2019_006006,regulation,§ 1231.2 Requirements for high chairs.,Title 16
cfr10v4_2019_007016,regulation,§ 800.305 Disclosure.,Title 10
cfr22v1_2019_005369,regulation,§ 66.6 Exemptions.,Title 22
cfr12v10_2019_000944,regulation,§ 1204.2 What do the terms in this part mean?,Title 12
cfr40v25_2019_002708,regulation,§ 141.25 Analytical methods for radioactivity.,Title 40
cfr32v2_2019_015288,regulation,§ 319.13 Specific exemptions.,Title 32
cfr12v5_2019_004696,regulation,§ 324.62 Disclosure requirements.,Title 12
cfr32v6_2019_005861,regulation,§ 1900.31 Procedures for business information.,Title 32
cfr16v2_2019_000587,regulation,§ 1018.24 Agenda.,Title 16
cfr10v4_2019_008928,regulation,§ 851.27 Materials incorporated by reference.,Title 10
cfr30v2_2019_010224,regulation,§ 581.7 Disclosure of information to the public.,Title 30
cfr16v2_2019_010839,regulation,§ 1631.61 Hide carpets and rugs—alternative washing procedure.,Title 16
210_2019_006228,statute,Sec. 360j,TITLE 21-FOOD AND DRUGS
cfr40v25_2019_002450,regulation,"§ 141.24 Organic chemicals, sampling and analytical requirements.",Title 40
420_2019_108571,statute,Sec. 5916,TITLE 42-THE PUBLIC HEALTH AND WELFARE
cfr46v6_2019_003354,regulation,§ 160.076-11 Incorporation by reference.,Title 46
cfr39v1_2019_000223,regulation,§ 20.1 International Mail Manual; incorporation by reference.,Title 39
cfr21v3_2019_003978,regulation,§ 173.340 Defoaming agents.,Title 21
cfr5v3_2019_009158,regulation,§ 2634.901 Policies of confidential financial disclosure reporting.,Title 5
cfr10v3_2019_009235,regulation,§ 431.463 Materials incorporated by reference.,Title 10
cfr6v1_2019_003894,regulation,§ 1003.5 Grounds on which meetings may be closed or information withheld.,Title 6
cfr45v1_2019_000177,regulation,§ 5.3 Definitions.,Title 45
cfr7v11_2019_008901,regulation,§ 1755.504 Demarcation point.,Title 7
cfr40v37_2019_010383,regulation,§ 1850.13 Classified information.,Title 40
cfr32v1_2019_008537,regulation,§ 93.6 Fees.,Title 32
cfr50v1_2019_003213,regulation,§ 14.106 Primary enclosures.,Title 50
cfr34v1_2019_000065,regulation,§ 5.11 Business information.,Title 34
cfr45v4_2019_004269,regulation,§ 704.1 Material available pursuant to 5 U.S.C. 552.,Title 45
cfr12v10_2019_008026,regulation,§ 1301.4 Public inspection.,Title 12
cfr49v1_2019_002155,regulation,§ 15.15 SSI disclosed by DOT.,Title 49
cfr40v5_2019_009732,regulation,§ 52.2520 Identification of plan.,Title 40
cfr24v4_2019_004574,regulation,§ 905.110 Incorporation by reference.,Title 24
cfr21v3_2019_011965,regulation,§ 184.1012 α-Amylase enzyme preparation from Bacillus stearothermophilus.,Title 21
cfr43v1_2019_012632,regulation,§ 426.22 Public participation.,Title 43
cfr21v1_2019_008159,regulation,§ 73.165 Ferrous lactate.,Title 21
cfr49v3_2019_007820,regulation,§ 190.208 Response options.,Title 49
230_2019_004005,statute,Sec. 326,TITLE 23-HIGHWAYS
cfr43v2_2019_007674,regulation,§ 3174.3 Incorporation by reference (IBR).,Title 43
cfr45v1_2019_000432,regulation,§ 5b.1 Definitions.,Title 45
cfr45v4_2019_004384,regulation,§ 705.1 Purpose and scope.,Title 45
cfr7v7_2019_009373,regulation,§ 798.2 Public inspection and copying.,Title 7
cfr12v10_2019_000649,regulation,§ 1202.2 What do the terms in this part mean?,Title 12
cfr30v1_2019_006599,regulation,§ 57.2 Definitions.,Title 30
cfr21v3_2019_002653,regulation,§ 172.833 Sucrose acetate isobutyrate (SAIB).,Title 21
cfr21v3_2019_012766,regulation,§ 184.1387 Lactase enzyme preparation from Candida pseudotropicalis.,Title 21
cfr24v5_2019_002815,regulation,§ 3282.16 Incorporation by reference,Title 24
cfr13v1_2019_013372,regulation,§ 302.4 Public information.,Title 13
cfr34v1_2019_003006,regulation,§ 75.616 Energy conservation.,Title 34
cfr50v9_2019_012823,regulation,§ 37.54 Disclosure.,Title 50
cfr25v2_2019_005528,regulation,§ 700.235 Purpose and scope.,Title 25
cfr40v29_2019_006923,regulation,§ 272.1601 New Mexico State-administered Program: Final Authorization.,Title 40
410_2019_001831,statute,Sec. 3708,TITLE 41-PUBLIC CONTRACTS
cfr47v1_2019_001700,regulation,§ 1.4 Computation of time.,Title 47
cfr45v5_2019_009342,regulation,§ 2105.24 May submitters of possibly confidential information designate information as confidential when making submissions?,Title 45
cfr46v9_2019_003561,regulation,§ 535.701 General requirements.,Title 46
cfr7v6_2019_004892,regulation,§ 661.1 General.,Title 7
cfr10v3_2019_008362,regulation,§ 431.223 Materials incorporated by reference.,Title 10
cfr20v1_2019_001947,regulation,§ 200.5 Protection of privacy of records maintained on individuals.,Title 20
cfr5v3_2019_007955,regulation,§ 2604.503 Limitations on charging fees.,Title 5
cfr16v2_2019_000495,regulation,§ 1015.20 Public availability of accident or investigation reports.,Title 16
cfr20v1_2019_001873,regulation,§ 200.4 Availability of information to public.,Title 20
cfr16v2_2019_003905,regulation,§ 1201.4 Test procedures.,Title 16
cfr21v3_2019_002998,regulation,§ 172.862 Oleic acid derived from tall oil fatty acids.,Title 21
cfr49v4_2019_009767,regulation,"§ 232.603 Design, interoperability, and configuration management requirements.",Title 49
210_2019_012472,statute,Sec. 387f,TITLE 21-FOOD AND DRUGS
cfr24v1_2019_003079,regulation,§ 15.107 Documents generally protected from disclosure.,Title 24
cfr41v4_2019_001310,regulation,§ 301-70.807 Must we make information available to the public about travel by senior Federal officials and non-Federal travelers on Government aircraft?,Title 41
