key,document_type,heading,law_name
100_2019_000005,statute,Sec. 101,TITLE 10-ARMED FORCES
cfr32v1_2019_012498,regulation,§ 159.3 Definitions.,Title 32
420_2019_090329,statute,Sec. 2011,TITLE 42-THE PUBLIC HEALTH AND WELFARE
050_2019_002822,statute,Sec. 3341,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr32v1_2019_008114,regulation,§ 88.3 Definitions.,Title 32
cfr48v3_2019_000153,regulation,202.101 Definitions.,Title 48
370_2019_000681,statute,Sec. 308,TITLE 37-PAY AND ALLOWANCES OF THE UNIFORMED SERVICES
420_2019_093855,statute,Sec. 2651,TITLE 42-THE PUBLIC HEALTH AND WELFARE
490_2019_012280,statute,Sec. 31311,TITLE 49-TRANSPORTATION
200_2019_003192,statute,Sec. 1015d,TITLE 20-EDUCATION
100_2019_033357,statute,Sec. 16163a,TITLE 10-ARMED FORCES
cfr20v1_2019_001114,regulation,§ 10.912 What is required to establish a claim for the death gratuity payment?,Title 20
140_2019_001571,statute,Sec. 2504,TITLE 14-COAST GUARD
160_2019_006548,statute,Sec. 410dddd,TITLE 16-CONSERVATION
050_2019_014085,statute,Sec. 9903,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
100_2019_032632,statute,Sec. 14002,TITLE 10-ARMED FORCES
400_2019_000710,statute,Sec. 572,"TITLE 40-PUBLIC BUILDINGS, PROPERTY, AND WORKS"
100_2019_017130,statute,Sec. 2260,TITLE 10-ARMED FORCES
050_2019_005496,statute,Sec. 5538,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr31v2_2019_000932,regulation,§ 215.2 Definitions.,Title 31
290_2019_013341,statute,Sec. 2611,TITLE 29-LABOR
420_2019_097969,statute,Sec. 3374,TITLE 42-THE PUBLIC HEALTH AND WELFARE
320_2019_000391,statute,Sec. 708,TITLE 32-NATIONAL GUARD
cfr48v1_2019_002395,regulation,4.1102 Policy.,Title 48
cfr5v3_2019_008359,regulation,§ 2634.105 Definitions.,Title 5
cfr5v1_2019_014065,regulation,§ 630.1204 Qualifying exigency leave.,Title 5
390_2019_001248,statute,Sec. 3401,TITLE 39-POSTAL SERVICE
180_2019_000783,statute,Sec. 209,TITLE 18-CRIMES AND CRIMINAL PROCEDURE
cfr32v1_2019_015442,regulation,§ 179.3 Definitions.,Title 32
200_2019_005774,statute,Sec. 1070a-11,TITLE 20-EDUCATION
100_2019_026506,statute,Sec. 7280,TITLE 10-ARMED FORCES
