key,document_type,heading,law_name
BJNR004810968_OWiG-1968_20201031_000133,statute,§ 36,Gesetz über Ordnungswidrigkeiten
BJNR020680992_FSBetrV_99999999_000062,regulation,§ 26,Verordnung über die Durchführung der Flugsicherung
BJNR022720991_StUG_20210930_000207,statute,§ 45,Gesetz über die Unterlagen des Staatssicherheitsdienstes der ehemaligen Deutschen Demokratischen Republik
BJNR200010976_FischNATÜbkG_99999999_000015,statute,Art 6,Gesetz zu dem Übereinkommen vom 1. Juni 1967 über das Verhalten beim Fischfang im Nordatlantik
BJNR025820994_BinSchUkrAbkG_99999999_000006,statute,Art 5,Gesetz zu dem Abkommen vom 14. Juli 1992 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Ukraine über die Binnenschiffahrt
BJNR195810006_BKrFQG_99999999_000045,statute,§ 9,Gesetz über die Grundqualifikation und Weiterbildung der Fahrer bestimmter Kraftfahrzeuge für den Güterkraft- oder Personenverkehr
BJNR282110009_BSIG-2009_99999999_000127,statute,§ 14,Gesetz über das Bundesamt für Sicherheit in der Informationstechnik
BJNR027370976_SprengG-1976_20200219_000304,statute,§ 41,Gesetz über explosionsgefährliche Stoffe
BJNR004810968_OWiG-1968_20201031_000143,statute,§ 39,Gesetz über Ordnungswidrigkeiten
BJNR169810005_WpPG_20210930_000090,statute,§ 24,"Gesetz über die Erstellung, Billigung und Veröffentlichung des Prospekts, der beim öffentlichen Angebot von Wertpapieren oder bei der Zulassung von Wertpapieren zum Handel an einem organisierten Markt zu veröffentlichen ist"
BJNR184210004_SchwarzArbG-2004_20200229_000074,statute,§ 12,Gesetz zur Bekämpfung der Schwarzarbeit und illegalen Beschäftigung
BJNR148310010_EDL-G_99999999_000056,statute,§ 12,Gesetz über Energiedienstleistungen und andere Energieeffizienzmaßnahmen
BJNR181700002_SUG_20210930_000218,statute,§ 53,Gesetz zur Verbesserung der Sicherheit der Seefahrt durch die Untersuchung von Seeunfällen und anderen Vorkommnissen
BJNR247010998_FlUUG_99999999_000125,statute,§ 30,Gesetz über die Untersuchung von Unfällen und Störungen bei dem Betrieb ziviler Luftfahrzeuge
BJNR015830989_EmsSchEV_99999999_000002,regulation,Eingangsformel,Verordnung zur Einführung der Schiffahrtsordnung Emsmündung
BJNR072010016_ZKG_99999999_000192,statute,§ 53,"Gesetz über die Vergleichbarkeit von Zahlungskontoentgelten, den Wechsel von Zahlungskonten sowie den Zugang zu Zahlungskonten mit grundlegenden Funktionen"
BJNR007870968_ASG_20191231_000110,statute,§ 32,Gesetz zur Sicherstellung von Arbeitsleistungen für Zwecke der Verteidigung einschließlich des Schutzes der Zivilbevölkerung
BJNR002730973_EWGV1349-72DV_99999999_000012,regulation,§ 4,Verordnung über Vermarktungsnormen für Bruteier und Küken von Hausgeflügel
BJNR148510998_GüKG-1998_99999999_000056,statute,§ 12,Güterkraftverkehrsgesetz
BJNR320400004_BetrPrämDurchfV_99999999_000033,regulation,§ 20,Verordnung zur Durchführung der einheitlichen Betriebsprämie
BJNR007450957_BBankG_99999999_000078,statute,§ 36,Gesetz über die Deutsche Bundesbank
