key,document_type,heading,law_name
BJNR011120969_BBiG_20010101_000286,statute,§ 112,Berufsbildungsgesetz
BJNR013540982_TextilIndMeistPrV_19990430_000057,regulation,§ 11,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Textil
BJNR007580975_LHauswAusbStV_20171231_000011,regulation,§ 4,Verordnung über die Eignung der Ausbildungsstätte in der ländlichen Hauswirtschaft
BJNR007070990_BibuchhPrV_20071031_000044,regulation,§ 11,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Bilanzbuchhalter/Geprüfte Bilanzbuchhalterin
BJNR023390979_SchKfmAusbV-1979_20040731_000025,regulation,§ 10,Verordnung über die Berufsausbildung zum Schiffahrtskaufmann/zur Schiffahrtskauffrau
BJNR019180980_SchauwGestAusbV_20010724_000026,regulation,§ 12,Verordnung über die Berufsausbildung zum Schauwerbegestalter/zur Schauwerbegestalterin
BJNR010130976_UhrmAusbV_20010731_000023,regulation,§ 12,Verordnung über die Berufsausbildung zum Uhrmacher
BJNR007210988_AFFAngAusbV_19990731_000030,regulation,§ 12,Verordnung über die Berufsausbildung zum Fachangestellten für Arbeitsförderung/zur Fachangestellten für Arbeitsförderung
BJNR015710977_IndWiAssPrV_20141231_000038,regulation,§ 9,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Wirtschaftsassistent - Industrie
BJNR001620978_IndKfmAusbV-1978_20020731_000022,regulation,§ 10,Verordnung über die Berufsausbildung zum Industriekaufmann
BJNR012330987_LbPrZGleichstV_99999999_000004,regulation,§ 2,Verordnung zur Gleichstellung von Zeugnissen über die Laufbahnprüfung für die Laufbahnen des mittleren Postbankdienstes und des mittleren Fernmeldedienstes bei der Deutschen Bundespost mit den Zeugnissen über das Bestehen der Abschlußprüfung im Ausbildungsberuf Verwaltungsfachangestellter/Verwaltungsfachangestellte
BJNR007360988_RAGehRBeistAusbV_20050331_000005,regulation,§ 3,Verordnung über die Berufsausbildung von Rechtsanwaltsgehilfen bei Rechtsbeiständen
BJNR000030983_RevierjMeistPrV_20001229_000040,regulation,§ 12,Verordnung über die Anforderungen in der Meisterprüfung für den Beruf Revierjäger/Revierjägerin
BJNR002290988_IndMet-IndElekBGJAnrV_20060731_000015,regulation,§ 7,"Verordnung über die Anrechnung eines schulischen Berufsgrundbildungsjahres, einer einjährigen und einer zweijährigen Berufsfachschule auf die Ausbildungszeit in den industriellen Metallberufen und in den industriellen Elektroberufen"
BJNR001090981_DestAusbV_99999999_000025,regulation,§ 11,Verordnung über die Berufsausbildung zum Destillateur/zur Destillateurin
