key,document_type,heading,law_name
050_1998_000149,statute,Sec. 552,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr44v1_1998_000771,regulation,§ 5.71 Categories of records exempt from disclosure under 5 U.S.C. 552.,Title 44
cfr12v6_1998_005071,regulation,§ 909.5 Disclosure of requested record.,Title 12
cfr20v2_1998_000067,regulation,§ 401.45 Verifying your identity.,Title 20
cfr43v1_1998_006292,regulation,§ 18.105 Definitions.,Title 43
cfr12v6_1998_007957,regulation,§ 1502.11 Exemptions.,Title 12
cfr31v1_1998_002009,regulation,§ 8.2 Persons who may practice.,Title 31
cfr33v1_1998_002128,regulation,§ 53.9 Responsibilities.,Title 33
cfr34v1_1998_000224,regulation,§ 5b.5 Notification of or access to records.,Title 34
220_1998_015120,statute,Sec. 4604,TITLE 22-FOREIGN RELATIONS AND INTERCOURSE
cfr24v1_1998_002035,regulation,§ 15.3 Statement of policy.,Title 24
cfr46v3_1998_000979,regulation,§ 76.01-2 Incorporation by reference.,Title 46
cfr7v15_1998_000308,regulation,§ 2811.2 Public inspection and copying.,Title 7
cfr40v3_1998_000018,regulation,§ 52.02 Introduction.,Title 40
cfr24v2_1998_001127,regulation,§ 200.952 Supplementary specific requirements under the HUD building product standards and certification program for particleboard interior stair treads.,Title 24
cfr29v1_1998_001714,regulation,§ 14.3 DOL Classification Review Committee.,Title 29
cfr21v3_1998_002172,regulation,§ 172.804 Aspartame.,Title 21
cfr31v1_1998_003720,regulation,§ 21.105 Definitions.,Title 31
cfr32v6_1998_008463,regulation,§ 2700.33 Mandatory review for declassification.,Title 32
cfr39v1_1998_000213,regulation,§ 20.4 Approval of the Director of the Federal Register.,Title 39
cfr22v2_1998_000113,regulation,§ 303.1 Purpose.,Title 22
cfr40v12_1998_005521,regulation,§ 86.095-35 Labeling.,Title 40
cfr42v1_1998_009830,regulation,§ 84.141 Breathing gas; minimum requirements.,Title 42
cfr35v1_1998_002578,regulation,§ 251.3 Panama Area Personnel Board.,Title 35
cfr10v4_1998_007885,regulation,§ 1102.1 Purpose.,Title 10
cfr32v6_1998_007487,regulation,§ 1909.02 Definitions.,Title 32
050_1998_000709,statute,Sec. 574,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr7v15_1998_000260,regulation,§ 2700.1 General statement.,Title 7
cfr31v2_1998_006068,regulation,§ 500.710 Discovery.,Title 31
cfr7v11_1998_012987,regulation,§ 1755.703 Nonmetallic reinforced (NMR) aerial service wire.,Title 7
cfr10v1_1998_002524,regulation,§ 9.23 Requests for records.,Title 10
cfr7v15_1998_004999,regulation,§ 3411.13 Availability of information.,Title 7
cfr32v1_1998_000807,regulation,§ 28.105 Definitions.,Title 32
cfr10v4_1998_007984,regulation,§ 1102.11 Notice to submitters of certain information.,Title 10
cfr7v7_1998_006503,regulation,§ 798.3 Index.,Title 7
cfr29v4_1998_003106,regulation,§ 1610.21 Annual report.,Title 29
cfr44v1_1998_000862,regulation,§ 6.20 Conditions of disclosure.,Title 44
cfr7v6_1998_005779,regulation,§ 412.3 Index.,Title 7
cfr10v1_1998_002680,regulation,§ 9.52 Types of requests.,Title 10
cfr33v2_1998_006283,regulation,§ 155.140 Incorporation by reference.,Title 33
cfr45v4_1998_006309,regulation,§ 1602.2 Definitions.,Title 45
cfr45v4_1998_010073,regulation,§ 2507.10 What records are specifically exempt from disclosure?,Title 45
cfr22v1_1998_009057,regulation,§ 171.16 Predisclosure notification procedures for confidential commercial information.,Title 22
cfr32v6_1998_006848,regulation,§ 1900.02 Definitions.,Title 32
cfr12v6_1998_000072,regulation,§ 602.251 Current index.,Title 12
cfr25v1_1998_009600,regulation,§ 273.44 Use and transfer of Government property.,Title 25
cfr24v2_1998_001143,regulation,§ 200.955 Supplementary specific requirements under the HUD building product standard and certification program for fenestration products (windows and doors).,Title 24
cfr49v1_1998_001378,regulation,§ 8.9 Information Security Review Committee.,Title 49
cfr36v3_1998_007178,regulation,§ 1232.30 Choosing formats.,Title 36
150_1998_023330,statute,Sec. 5308,TITLE 15-COMMERCE AND TRADE
cfr32v5_1998_000530,regulation,§ 701.6 Format and procedures for requesting information under FOIA.,Title 32
cfr21v3_1998_012422,regulation,§ 184.1505 Mono- and diglycerides.,Title 21
100_1998_004950,statute,Sec. 1102,TITLE 10-ARMED FORCES
cfr29v9_1998_004238,regulation,§ 2204.202 Net worth exhibit.,Title 29
cfr42v2_1998_000196,regulation,§ 401.101 Purpose and scope.,Title 42
cfr7v15_1998_002134,regulation,§ 3018.105 Definitions.,Title 7
cfr41v3_1998_000297,regulation,§ 105-53.100 Purpose.,Title 41
330_1998_001106,statute,Sec. 524,TITLE 33-NAVIGATION AND NAVIGABLE WATERS
cfr32v4_1998_001122,regulation,§ 701.101 Applicability.,Title 32
cfr28v1_1998_004386,regulation,§ 16.102 Exemption of Drug Enforcement Administration and Immigration and Naturalization Service Joint System of Records.,Title 28
cfr28v2_1998_009462,regulation,§ 701.10 General provisions.,Title 28
cfr32v5_1998_004022,regulation,§ 724.212 Availability of records.,Title 32
cfr15v1_1998_000532,regulation,§ 4b.1 Purpose and scope.,Title 15
cfr31v2_1998_008005,regulation,§ 538.801 Procedures.,Title 31
cfr20v3_1998_000529,regulation,§ 609.13 Recordkeeping; disclosure of information.,Title 20
cfr34v1_1998_000619,regulation,§ 19.1 Responsibility for oversight.,Title 34
cfr45v3_1998_003315,regulation,§ 704.1 Material available pursuant to 5 U.S.C. 552.,Title 45
cfr33v2_1998_010388,regulation,§ 164.03 Incorporation by reference.,Title 33
cfr44v1_1998_000824,regulation,§ 6.2 Definitions.,Title 44
cfr31v1_1998_004178,regulation,§ 92.5 Procedure governing availability of Bureau of the Mint records.,Title 31
cfr19v2_1998_002735,regulation,§ 152.101 Basis of appraisement.,Title 19
cfr19v3_1998_000472,regulation,§ 201.33 Purpose and scope.,Title 19
cfr22v2_1998_005465,regulation,§ 707.31 Public information.,Title 22
cfr50v2_1998_001785,regulation,§ 226.23 Umpqua River cutthroat trout (Oncorhynchus clarki clarki).,Title 50
190_1998_010117,statute,Sec. 3315,TITLE 19-CUSTOMS DUTIES
cfr22v1_1998_009321,regulation,§ 172.1 Purpose and scope; definitions.,Title 22
cfr48v4_1998_001511,regulation,324.102 General.,Title 48
cfr32v2_1998_005448,regulation,§ 223.3 Definitions.,Title 32
cfr29v4_1998_000715,regulation,§ 1430.2 Definitions.,Title 29
cfr29v9_1998_008997,regulation,§ 4003.8 Request for confidential treatment.,Title 29
cfr36v3_1998_001854,regulation,§ 903.2 Definitions.,Title 36
cfr49v4_1998_001999,regulation,§ 214.117 Eye and face protection.,Title 49
490_1998_003150,statute,Sec. 10706,TITLE 49-TRANSPORTATION
cfr46v4_1998_001403,regulation,§ 98.01-3 Incorporation by reference.,Title 46
cfr30v3_1998_006980,regulation,§ 870.18 General rules for calculating excess moisture.,Title 30
cfr7v1_1998_000004,regulation,§ 1.1 Purpose and scope.,Title 7
cfr16v2_1998_000543,regulation,§ 1016.3 Disclosure and certification of information and records.,Title 16
cfr31v1_1998_000443,regulation,§ 1.24 Disclosure of records to person other than the individual to whom they pertain.,Title 31
cfr7v10_1998_011910,regulation,§ 1520.1 General statement.,Title 7
cfr19v1_1998_006456,regulation,§ 103.0 Scope.,Title 19
cfr7v1_1998_007936,regulation,§ 24.1 General.,Title 7
cfr21v8_1998_000334,regulation,§ 801.420 Hearing aid devices; professional and patient labeling.,Title 21
cfr22v2_1998_005486,regulation,§ 708.5 Closed meetings.,Title 22
cfr32v2_1998_012950,regulation,§ 321.14 Exemptions.,Title 32
cfr45v1_1998_005853,regulation,§ 92.42 Retention and access requirements for records.,Title 45
cfr20v3_1998_000704,regulation,§ 614.14 Recordkeeping; disclosure of information.,Title 20
cfr21v3_1998_000869,regulation,§ 172.345 Folic acid (folacin).,Title 21
cfr40v13_1998_006629,regulation,§ 92.5 Reference materials.,Title 40
cfr40v14_1998_007680,regulation,§ 147.2500 State-administered program.,Title 40
440_1998_000682,statute,Sec. 2206,TITLE 44-PUBLIC PRINTING AND DOCUMENTS
cfr7v15_1998_000494,regulation,§ 3011.1 General statement.,Title 7
020_1998_003129,statute,Sec. 472,TITLE 2-THE CONGRESS
cfr9v2_1998_002833,regulation,§ 381.10 Exemptions for specified operations.,Title 9
cfr30v2_1998_003453,regulation,§ 250.101 Documents incorporated by reference.,Title 30
cfr30v1_1998_008300,regulation,"§ 72.710 Selection, fit, use, and maintenance of approved respirators.",Title 30
cfr40v1_1998_000657,regulation,§ 2.302 Special rules governing certain information obtained under the Clean Water Act.,Title 40
cfr7v1_1998_000041,regulation,§ 1.6 Requests for records.,Title 7
cfr32v2_1998_010281,regulation,§ 299.1 Purpose.,Title 32
cfr29v4_1998_000407,regulation,§ 1401.37 Annual report.,Title 29
cfr29v9_1998_008432,regulation,§ 2702.1 Purpose and scope.,Title 29
cfr10v4_1998_002683,regulation,§ 601.105 Definitions.,Title 10
cfr7v11_1998_009767,regulation,§ 1755.370 RUS specification for seven wire galvanized steel strand.,Title 7
cfr22v2_1998_000612,regulation,§ 308.12 Contents of records systems.,Title 22
cfr10v1_1998_002340,regulation,§ 7.14 Public information on advisory committees.,Title 10
cfr31v1_1998_000473,regulation,§ 1.26 Procedures for notification and access to records pertaining to individuals—format and fees for request for access.,Title 31
cfr46v8_1998_000872,regulation,§ 249.11 Confidentiality.,Title 46
cfr29v4_1998_002928,regulation,§ 1610.1 Definitions.,Title 29
cfr33v2_1998_001634,regulation,"§ 138.80 Financial responsibility, how established.",Title 33
cfr32v2_1998_013499,regulation,§ 336.1 Purpose.,Title 32
cfr20v3_1998_011709,regulation,§ 726.113 Disclosure of confidential information.,Title 20
cfr40v17_1998_000011,regulation,§ 260.2 Availability of information; confidentiality of information.,Title 40
cfr8v1_1998_001962,regulation,§ 103.9 Availability of decisions and interpretive material under the Freedom of Information Act.,Title 8
cfr29v4_1998_000365,regulation,§ 1401.35 Appeals from denials of request.,Title 29
cfr32v5_1998_001050,regulation,§ 701.63 Policy.,Title 32
cfr34v1_1998_000191,regulation,§ 5b.1 Definitions.,Title 34
cfr36v3_1998_004284,regulation,§ 1190.40 Technical specifications.,Title 36
cfr10v4_1998_007834,regulation,§ 1101.2 Definitions.,Title 10
cfr22v2_1998_005431,regulation,§ 706.32 Prior designation of business information as privileged or confidential.,Title 22
cfr31v1_1998_000142,regulation,§ 1.2 Information made available.,Title 31
cfr36v3_1998_007739,regulation,§ 1254.44 Freedom of Information Act requests.,Title 36
cfr10v4_1998_005772,regulation,"§ 1021.216 Procurement, financial assistance, and joint ventures.",Title 10
cfr32v3_1998_002646,regulation,§ 519.58 General.,Title 32
cfr40v14_1998_007215,regulation,§ 147.1700 State-administered program.,Title 40
cfr21v3_1998_011983,regulation,§ 184.1316 Ficin.,Title 21
cfr48v5_1998_003863,regulation,915.207-70 Handling of proposals during evaluation.,Title 48
cfr36v3_1998_003284,regulation,§ 1120.31 A&TBCB receipt of requests; responsibilities of Freedom of Information Officer.,Title 36
cfr37v1_1998_002685,regulation,§ 1.822 Symbols and format to be used for nucleotide and/or amino acid sequence data.,Title 37
cfr38v1_1998_010874,regulation,§ 14.802 Definitions.,Title 38
cfr32v5_1998_000498,regulation,§ 701.5 Responsibility and authority.,Title 32
cfr36v3_1998_007593,regulation,§ 1254.1 General provisions.,Title 36
cfr32v2_1998_010028,regulation,§ 295.3 Definition of OIG records.,Title 32
cfr49v1_1998_001095,regulation,§ 7.2 Definitions.,Title 49
410_1998_000900,statute,Sec. 254b,TITLE 41-PUBLIC CONTRACTS
