key,document_type,heading,law_name
050_2019_000466,statute,Sec. 552a,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
cfr17v3_2019_001049,regulation,§ 200.313 Inspector General exemptions.,Title 17
cfr22v2_2019_007318,regulation,§ 1507.1 Purpose.,Title 22
cfr32v2_2019_012581,regulation,§ 310.12 Types of exemptions.,Title 32
cfr32v2_2019_012589,regulation,§ 310.13 Exemptions for DoD-wide systems.,Title 32
cfr19v1_2019_011938,regulation,§ 103.3 Department of Homeland Security Privacy Act procedures.,Title 19
cfr25v1_2019_017698,regulation,§ 292.24 Can the public review the Secretarial Determination?,Title 25
cfr32v2_2019_015403,regulation,§ 320.5 Disclosure of requested information.,Title 32
cfr32v6_2019_005941,regulation,§ 1901.01 Authority and purpose.,Title 32
500_2019_009579,statute,Sec. 3141,TITLE 50-WAR AND NATIONAL DEFENSE
cfr5v3_2019_001096,regulation,§ 1205.1 Purpose.,Title 5
cfr31v1_2019_000461,regulation,§ 1.26 Procedures for notification and access to records pertaining to individuals—format and fees for request for access.,Title 31
cfr45v1_2019_001265,regulation,§ 30.13 Debt reporting and use of credit reporting agencies.,Title 45
cfr45v2_2019_010799,regulation,§ 164.524 Access of individuals to protected health information.,Title 45
050_2019_002238,statute,Sec. 3111,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES
200_2019_036311,statute,Sec. 9573,TITLE 20-EDUCATION
cfr10v4_2019_012636,regulation,§ 1015.203 Collection by administrative offset.,Title 10
cfr36v3_2019_006556,regulation,§ 1222.18 Under what conditions may nonrecord materials be removed from Government agencies?,Title 36
cfr32v2_2019_014229,regulation,§ 310.28 Office of the Inspector General (OIG) exemptions.,Title 32
cfr29v9_2019_002479,regulation,§ 1986.104 Investigation.,Title 29
cfr12v10_2019_008653,regulation,§ 1403.5 Disclosure of requested information to individuals.,Title 12
cfr1v1_2019_000897,regulation,§ 426.107 Procedures for appealing a refusal to amend or correct a record.,Title 1
cfr45v4_2019_007087,regulation,§ 1159.16 Will the Endowment take steps to ensure that its employees involved with its systems of records are familiar with the requirements and implications of the Privacy Act?,Title 45
cfr12v10_2019_000944,regulation,§ 1204.2 What do the terms in this part mean?,Title 12
cfr32v2_2019_015288,regulation,§ 319.13 Specific exemptions.,Title 32
cfr5v1_2019_002210,regulation,§ 297.501 Exemptions.,Title 5
cfr29v4_2019_003688,regulation,§ 1611.12 Penalties.,Title 29
cfr45v4_2019_001064,regulation,"§ 608.2 Collection, compromise, and use of consumer reporting agencies.",Title 45
cfr31v3_2019_007755,regulation,§ 598.801 Procedures.,Title 31
210_2019_011298,statute,Sec. 379aa,TITLE 21-FOOD AND DRUGS
cfr22v1_2019_013842,regulation,§ 206.1 Purpose and scope.,Title 22
cfr17v2_2019_003529,regulation,§ 146.9 Appeals to the Commission.,Title 17
cfr19v1_2019_011932,regulation,§ 103.0 Scope.,Title 19
cfr47v1_2019_005799,regulation,§ 1.1918 Use of consumer reporting agencies.,Title 47
cfr32v2_2019_014791,regulation,§ 312.1 Purpose.,Title 32
cfr45v4_2019_001417,regulation,§ 613.4 Amendment of records.,Title 45
cfr45v4_2019_008370,regulation,§ 1182.18 Penalties for obtaining an Institute record under false pretenses.,Title 45
cfr12v10_2019_000318,regulation,§ 1102.110 Penalties.,Title 12
cfr32v2_2019_014822,regulation,§ 312.12 Exemptions.,Title 32
cfr31v3_2019_006914,regulation,§ 592.701 Procedures.,Title 31
cfr32v3_2019_000307,regulation,§ 505.4 Collecting personal information.,Title 32
cfr28v2_2019_012593,regulation,§ 700.26 Employee standards of conduct.,Title 28
cfr5v3_2019_001759,regulation,§ 1215.30 Collection services.,Title 5
cfr32v1_2019_007961,regulation,§ 86.3 Definitions.,Title 32
cfr28v1_2019_005148,regulation,§ 16.89 Exemption of Civil Division Systems—limited access.,Title 28
cfr20v4_2019_011029,regulation,§ 903.8 Exemptions.,Title 20
