key,document_type,heading,law_name
BJNR011120969_BBiG_20010101_000153,statute,§ 46,Berufsbildungsgesetz
BJNR181000998_BäderMeistPrV_20010326_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Meister für Bäderbetriebe/Geprüfte Meisterin für Bäderbetriebe
BJNR157000995_LeasFachwirtPrV_20140402_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Leasingfachwirt/Geprüfte Leasingfachwirtin
BJNR020200991_LWMstrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Meister/Geprüfte Meisterin für Lagerwirtschaft
BJNR001850985_SchuhfIndMeistPrV_20020731_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Schuhfertigung
BJNR017950978_GerüstbPrV_20191216_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Gerüstbau-Kolonnenführer
BJNR014040990_TierpflMstrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Tierpflegemeister/Geprüfte Tierpflegemeisterin
BJNR043500998_Natur-LandschaftsPflPrV_99999999_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Natur- und Landschaftspfleger/Geprüfte Natur- und Landschaftspflegerin
BJNR048700998_VersFachwPrV_20081231_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Versicherungsfachwirt/Geprüfte Versicherungsfachwirtin
BJNR159300994_GartenKundenBerPrV_20010724_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Kundenberater/Geprüfte Kundenberaterin - Gartenbau
BJNR005620983_PapVerarbIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Papierverarbeitung
BJNR016950985_LMIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Lebensmittel
BJNR009820989_PharmIndMstrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Pharmazie
BJNR292300997_IndMetMeistV-1997_20020731_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Metall
BJNR015020983_WiInfoPrV_20020517_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Wirtschaftsinformatiker/Geprüfte Wirtschaftsinformatikerin
BJNR015650977_FlgzAbfPrV_20150430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Flugzeugabfertiger
BJNR003790984_HdlAssPrV_20010630_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Handelsassistent - Einzelhandel/Geprüfte Handelsassistentin - Einzelhandel
BJNR014010982_ElekMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Elektrotechnik
BJNR002220988_IndFachwirtPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriefachwirt/Geprüfte Industriefachwirtin
BJNR183500996_SekrePrV_20011108_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Sekretariatsfachkaufmann/Geprüfte Sekretariatsfachkauffrau
BJNR013400982_PapIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Papiererzeugung
BJNR013540982_TextilIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Textil
BJNR019360980_TauchPrV_20000531_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Taucher
BJNR012320982_WerkSchFKrPrV_20051231_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfte Werkschutzfachkraft
BJNR011120969_BBiG_20010101_000166,statute,§ 49,Berufsbildungsgesetz
BJNR014110953_HwO_19981231_000044,statute,§ 8,Gesetz zur Ordnung des Handwerks
BJNR011120969_BBiG_20010101_000143,statute,§ 43,Berufsbildungsgesetz
BJNR011800997_VeranstTechMeistPrV_19990430_000002,regulation,Eingangsformel,"Verordnung über die Prüfung zum anerkannten Abschluß ""Geprüfter Meister für Veranstaltungstechnik/Geprüfte Meisterin für Veranstaltungstechnik"" in den Fachrichtungen Bühne/Studio, Beleuchtung, Halle"
BJNR011120969_BBiG_20010101_000119,statute,§ 34,Berufsbildungsgesetz
BJNR014110953_HwO_19981231_000211,statute,§ 46,Gesetz zur Ordnung des Handwerks
BJNR186500996_FachHwirtPrV_99999999_000030,regulation,§ 12,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfte Fachhauswirtschafterin/Geprüfter Fachhauswirtschafter
BJNR005130979_ChemIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Chemie
BJNR062300996_AFBG_20010331_000004,statute,§ 2,Gesetz zur Förderung der beruflichen Aufstiegsfortbildung
BJNR011120969_BBiG_20010101_000131,statute,§ 38,Berufsbildungsgesetz
BJNR010170982_SozBerFortbV_20060831_000002,regulation,Eingangsformel,Verordnung über die berufliche Fortbildung zum Geprüften Sozialberater/zur Geprüften Sozialberaterin für ausländische Arbeitnehmer und ihre Familien
BJNR159600994_SüßwIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Süßwaren
BJNR186500996_FachHwirtPrV_99999999_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfte Fachhauswirtschafterin/Geprüfter Fachhauswirtschafter
BJNR004320980_GlasIndMeistPrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister - Fachrichtung Glas
BJNR006000978_PharmRefV_20070630_000002,regulation,Eingangsformel,Verordnung über die berufliche Fortbildung zum Geprüften Pharmareferenten
BJNR312700997_ServiceTPrV_20140402_000002,regulation,Eingangsformel,"Verordnung über die Prüfung zum anerkannten Abschluß ""Geprüfter Kraftfahrzeug-Servicetechniker/Geprüfte Kraftfahrzeug-Servicetechnikerin"""
BJNR024150987_VerEntsorgMstrV_19990430_000002,regulation,Eingangsformel,"Verordnung über die Prüfung zum Meister/zur Meisterin in der Ver- und Entsorgung mit den anerkannten Abschlüssen Geprüfter Wassermeister/Geprüfte Wassermeisterin, Geprüfter Abwassermeister/Geprüfte Abwassermeisterin, Geprüfter Städtereinigungsmeister/Geprüfte Städtereinigungsmeisterin"
BJNR005060985_GastMeistPrV_20001231_000002,regulation,Eingangsformel,"Verordnung über die Prüfung zum Meister/zur Meisterin im Gastgewerbe mit den anerkannten Abschlüssen Geprüfter Küchenmeister/Geprüfte Küchenmeisterin, Geprüfter Restaurantmeister/Geprüfte Restaurantmeisterin, Geprüfter Hotelmeister/Geprüfte Hotelmeisterin"
BJNR013480982_BodenlPrV_20020731_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Bodenleger/Geprüfte Bodenlegerin
BJNR007560988_BuchBIndMstrV_19990430_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Industriemeister/Geprüfte Industriemeisterin - Fachrichtung Buchbinderei
BJNR007070990_BibuchhPrV_20071031_000002,regulation,Eingangsformel,Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Bilanzbuchhalter/Geprüfte Bilanzbuchhalterin
BJNR011120969_BBiG_20010101_000141,statute,§ 41,Berufsbildungsgesetz
