key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
410_2007_000002,item,statute,CHAPTER 1-GENERAL PROVISIONS,TITLE 41-PUBLIC CONTRACTS,9591,1843,336,0,75,203,32,16,423,12,165
410_2007_000281,item,statute,CHAPTER 2-TERMINATION OF WAR CONTRACTS,TITLE 41-PUBLIC CONTRACTS,10426,1693,518,0,25,207,6,2,2,2,2
410_2007_000514,item,statute,CHAPTER 3-PROCUREMENT OF SUPPLIES AND SERVICES BY ARMED SERVICES,TITLE 41-PUBLIC CONTRACTS,0,0,0,0,1,0,0,0,0,0,0
410_2007_000516,item,statute,CHAPTER 4-PROCUREMENT PROCEDURES,TITLE 41-PUBLIC CONTRACTS,22557,2804,233,6,53,839,42,53,288,16,76
410_2007_001415,item,statute,CHAPTER 5-JUDICIAL REVIEW OF ADMINISTRATIVE DECISIONS,TITLE 41-PUBLIC CONTRACTS,140,82,117,0,2,0,0,0,0,0,0
410_2007_001418,item,statute,CHAPTER 6-SERVICE CONTRACT LABOR STANDARDS,TITLE 41-PUBLIC CONTRACTS,2111,667,187,0,8,43,9,7,39,4,10
410_2007_001470,item,statute,CHAPTER 7-OFFICE OF FEDERAL PROCUREMENT POLICY,TITLE 41-PUBLIC CONTRACTS,21480,2958,225,0,47,833,26,73,304,31,94
410_2007_002351,item,statute,CHAPTER 8-FEDERAL GRANTS AND COOPERATIVE AGREEMENTS,TITLE 41-PUBLIC CONTRACTS,0,0,0,0,1,0,0,0,2,0,1
410_2007_002353,item,statute,CHAPTER 9-CONTRACT DISPUTES,TITLE 41-PUBLIC CONTRACTS,4049,915,230,0,13,102,11,19,177,11,56
410_2007_002469,item,statute,CHAPTER 10-DRUG-FREE WORKPLACE,TITLE 41-PUBLIC CONTRACTS,1837,447,92,0,7,73,7,5,75,3,40
450_2007_000002,item,statute,"CHAPTER 1-SAFETY APPLIANCES AND EQUIPMENT ON RAILROAD ENGINES AND CARS, AND PROTECTION OF EMPLOYEES AND TRAVELERS",TITLE 45-RAILROADS,0,0,0,0,6,0,0,0,4,0,2
450_2007_000009,item,statute,CHAPTER 2-LIABILITY FOR INJURIES TO EMPLOYEES,TITLE 45-RAILROADS,1245,355,178,0,11,6,0,1,5,1,4
450_2007_000027,item,statute,CHAPTER 3-HOURS OF SERVICE OF EMPLOYEES,TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,5,0,1
450_2007_000030,item,statute,CHAPTER 4-CARE OF ANIMALS IN TRANSIT,TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,0,0,0
450_2007_000033,item,statute,CHAPTER 5-GOVERNMENT-AIDED RAILROADS,TITLE 45-RAILROADS,0,0,0,0,4,0,0,0,1,0,1
450_2007_000038,item,statute,"CHAPTER 6-MEDIATION, CONCILIATION, AND ARBITRATION IN CONTROVERSIES BETWEEN CARRIERS AND EMPLOYEES",TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,0,0,0
450_2007_000041,item,statute,CHAPTER 7-ADJUSTMENT BOARDS AND LABOR BOARDS,TITLE 45-RAILROADS,0,0,0,0,1,0,0,0,0,0,0
450_2007_000043,item,statute,CHAPTER 8-RAILWAY LABOR,TITLE 45-RAILROADS,13576,1885,617,2,24,193,19,1,53,1,24
450_2007_000263,item,statute,CHAPTER 9-RETIREMENT OF RAILROAD EMPLOYEES,TITLE 45-RAILROADS,41509,3160,807,4,32,488,277,190,77,14,16
450_2007_000788,item,statute,CHAPTER 10-TAX ON CARRIERS AND EMPLOYEES,TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,0,0,0
450_2007_000791,item,statute,CHAPTER 11-RAILROAD UNEMPLOYMENT INSURANCE,TITLE 45-RAILROADS,23065,2673,791,0,22,464,58,39,33,10,16
450_2007_001278,item,statute,CHAPTER 12-TEMPORARY RAILROAD UNEMPLOYMENT INSURANCE PROGRAM,TITLE 45-RAILROADS,594,207,384,0,4,0,1,3,0,1,0
450_2007_001283,item,statute,CHAPTER 13-RAILROAD SAFETY,TITLE 45-RAILROADS,0,0,0,2,2,0,0,0,9,0,3
450_2007_001288,item,statute,CHAPTER 14-RAIL PASSENGER SERVICE,TITLE 45-RAILROADS,0,0,0,9,16,0,0,0,3,0,3
450_2007_001314,item,statute,CHAPTER 15-EMERGENCY RAIL SERVICES,TITLE 45-RAILROADS,1562,517,265,0,9,35,3,0,6,0,1
450_2007_001359,item,statute,CHAPTER 16-REGIONAL RAIL REORGANIZATION,TITLE 45-RAILROADS,39963,3874,440,7,50,772,187,53,47,22,11
450_2007_002189,item,statute,CHAPTER 17-RAILROAD REVITALIZATION AND REGULATORY REFORM,TITLE 45-RAILROADS,4184,1120,113,3,18,164,9,7,22,7,7
450_2007_002375,item,statute,CHAPTER 18-MILWAUKEE RAILROAD RESTRUCTURING,TITLE 45-RAILROADS,5632,1097,203,0,22,166,21,22,11,10,3
450_2007_002564,item,statute,CHAPTER 19-ROCK ISLAND RAILROAD EMPLOYEE ASSISTANCE,TITLE 45-RAILROADS,2546,712,179,0,18,80,9,15,7,7,3
450_2007_002663,item,statute,CHAPTER 20-NORTHEAST RAIL SERVICE,TITLE 45-RAILROADS,2711,854,162,0,16,65,2,30,3,8,2
450_2007_002745,item,statute,CHAPTER 21-ALASKA RAILROAD TRANSFER,TITLE 45-RAILROADS,8337,1535,278,0,14,161,37,35,3,18,3
450_2007_002921,item,statute,CHAPTER 22-CONRAIL PRIVATIZATION,TITLE 45-RAILROADS,5365,1264,151,5,17,176,14,10,9,6,2
310_2007_000003,item,statute,CHAPTER 1-DEFINITIONS,TITLE 31-MONEY AND FINANCE,58,29,23,0,3,0,0,0,5,0,5
310_2007_000007,item,statute,CHAPTER 3-DEPARTMENT OF THE TREASURY,TITLE 31-MONEY AND FINANCE,7128,1708,125,2,26,271,2,15,25,13,12
310_2007_000307,item,statute,CHAPTER 5-OFFICE OF MANAGEMENT AND BUDGET,TITLE 31-MONEY AND FINANCE,1282,390,62,2,9,49,2,6,2,4,1
310_2007_000368,item,statute,CHAPTER 7-GOVERNMENT ACCOUNTABILITY OFFICE,TITLE 31-MONEY AND FINANCE,12206,2112,239,6,38,400,58,38,53,22,14
310_2007_000813,item,statute,CHAPTER 9-AGENCY CHIEF FINANCIAL OFFICERS,TITLE 31-MONEY AND FINANCE,1373,467,71,0,3,77,3,5,19,1,13
310_2007_000895,item,statute,"CHAPTER 11-THE BUDGET AND FISCAL, BUDGET, AND PROGRAM INFORMATION",TITLE 31-MONEY AND FINANCE,7211,1446,158,0,19,239,22,17,234,12,104
310_2007_001154,item,statute,CHAPTER 13-APPROPRIATIONS,TITLE 31-MONEY AND FINANCE,8825,2004,140,3,28,357,12,39,235,29,128
310_2007_001543,item,statute,CHAPTER 15-APPROPRIATION ACCOUNTING,TITLE 31-MONEY AND FINANCE,4855,988,119,4,27,182,21,5,74,4,50
310_2007_001758,item,statute,CHAPTER 31-PUBLIC DEBT,TITLE 31-MONEY AND FINANCE,6111,1109,168,2,23,158,16,14,32,4,19
310_2007_001942,item,statute,"CHAPTER 33-DEPOSITING, KEEPING, AND PAYING MONEY",TITLE 31-MONEY AND FINANCE,6983,1301,118,3,24,273,10,16,205,8,125
310_2007_002243,item,statute,CHAPTER 35-ACCOUNTING AND COLLECTION,TITLE 31-MONEY AND FINANCE,11595,1878,122,6,38,357,35,26,93,12,45
310_2007_002645,item,statute,CHAPTER 37-CLAIMS,TITLE 31-MONEY AND FINANCE,22975,3113,229,3,30,615,25,40,1416,21,174
310_2007_003294,item,statute,CHAPTER 38-ADMINISTRATIVE REMEDIES FOR FALSE CLAIMS AND STATEMENTS,TITLE 31-MONEY AND FINANCE,6562,1120,133,0,12,207,53,4,406,3,52
310_2007_003514,item,statute,CHAPTER 39-PROMPT PAYMENT,TITLE 31-MONEY AND FINANCE,4825,878,170,0,7,137,15,14,26,9,8
310_2007_003660,item,statute,CHAPTER 51-COINS AND CURRENCY,TITLE 31-MONEY AND FINANCE,17444,2848,627,5,30,597,42,12,13,8,9
310_2007_004293,item,statute,CHAPTER 53-MONETARY TRANSACTIONS,TITLE 31-MONEY AND FINANCE,22495,3428,163,6,42,754,93,35,92,19,30
310_2007_005097,item,statute,CHAPTER 61-PROGRAM INFORMATION,TITLE 31-MONEY AND FINANCE,1281,466,47,0,7,91,3,1,38,1,29
310_2007_005196,item,statute,CHAPTER 62-CONSOLIDATED FEDERAL FUNDS REPORT,TITLE 31-MONEY AND FINANCE,1110,399,108,0,7,39,3,2,0,2,0
310_2007_005243,item,statute,CHAPTER 63-USING PROCUREMENT CONTRACTS AND GRANT AND COOPERATIVE AGREEMENTS,TITLE 31-MONEY AND FINANCE,804,273,64,0,8,35,0,0,175,0,50
310_2007_005287,item,statute,CHAPTER 65-INTERGOVERNMENTAL COOPERATION,TITLE 31-MONEY AND FINANCE,3193,874,131,0,8,95,0,2,57,2,38
310_2007_005391,item,statute,CHAPTER 67-FEDERAL PAYMENTS,TITLE 31-MONEY AND FINANCE,10335,1795,227,0,20,305,57,12,31,9,28
310_2007_005717,item,statute,CHAPTER 69-PAYMENT FOR ENTITLEMENT LAND,TITLE 31-MONEY AND FINANCE,2153,610,117,0,7,65,9,11,20,9,7
310_2007_005790,item,statute,CHAPTER 71-JOINT FUNDING SIMPLIFICATION,TITLE 31-MONEY AND FINANCE,1768,508,66,0,12,67,4,1,0,1,0
310_2007_005870,item,statute,CHAPTER 73-ADMINISTERING BLOCK GRANTS,TITLE 31-MONEY AND FINANCE,643,250,94,0,5,17,0,0,11,0,1
310_2007_005893,item,statute,CHAPTER 75-REQUIREMENTS FOR SINGLE AUDITS,TITLE 31-MONEY AND FINANCE,3284,833,119,0,7,101,11,2,177,2,40
310_2007_006002,item,statute,CHAPTER 77-ACCESS TO INFORMATION FOR DEBT COLLECTION,TITLE 31-MONEY AND FINANCE,466,205,127,0,1,14,0,3,34,2,8
310_2007_006019,item,statute,CHAPTER 91-GOVERNMENT CORPORATIONS,TITLE 31-MONEY AND FINANCE,2255,664,113,0,10,90,1,7,81,4,65
310_2007_006120,item,statute,CHAPTER 93-SURETIES AND SURETY BONDS,TITLE 31-MONEY AND FINANCE,1709,435,84,0,9,74,14,2,42,1,18
310_2007_006204,item,statute,CHAPTER 95-GOVERNMENT PENSION PLAN PROTECTION,TITLE 31-MONEY AND FINANCE,393,228,84,0,4,24,4,4,8,4,4
310_2007_006233,item,statute,CHAPTER 97-MISCELLANEOUS,TITLE 31-MONEY AND FINANCE,4531,1035,202,0,6,153,1,30,59,10,47
260_2007_000003,item,statute,CHAPTER 1-NORMAL TAXES AND SURTAXES,TITLE 26-INTERNAL REVENUE CODE,851805,21568,311,209,843,44510,8000,962,2941,134,338
260_2007_045566,item,statute,CHAPTER 2-TAX ON SELF-EMPLOYMENT INCOME,TITLE 26-INTERNAL REVENUE CODE,4798,902,248,0,3,136,2,49,35,6,9
260_2007_045706,item,statute,CHAPTER 3-WITHHOLDING OF TAX ON NONRESIDENT ALIENS AND FOREIGN CORPORATIONS,TITLE 26-INTERNAL REVENUE CODE,4561,848,235,2,12,207,10,89,31,3,8
260_2007_045928,item,statute,[CHAPTER 4-REPEALED],TITLE 26-INTERNAL REVENUE CODE,0,0,0,0,2,0,0,0,0,0,0
260_2007_045931,item,statute,[CHAPTER 5-REPEALED],TITLE 26-INTERNAL REVENUE CODE,0,0,0,0,3,0,0,0,0,0,0
260_2007_045935,item,statute,CHAPTER 6-CONSOLIDATED RETURNS,TITLE 26-INTERNAL REVENUE CODE,7023,1026,161,4,11,282,11,50,251,3,17
260_2007_046234,item,statute,CHAPTER 11-ESTATE TAX,TITLE 26-INTERNAL REVENUE CODE,30681,2684,279,7,56,1221,201,173,151,21,15
260_2007_047519,item,statute,CHAPTER 12-GIFT TAX,TITLE 26-INTERNAL REVENUE CODE,6986,1069,131,3,19,300,20,56,74,9,9
260_2007_047842,item,statute,CHAPTER 13-TAX ON GENERATION-SKIPPING TRANSFERS,TITLE 26-INTERNAL REVENUE CODE,6936,921,97,7,24,403,27,44,10,4,3
260_2007_048277,item,statute,CHAPTER 14-SPECIAL VALUATION RULES,TITLE 26-INTERNAL REVENUE CODE,3648,641,97,0,4,246,4,5,3,3,3
260_2007_048529,item,statute,CHAPTER 21-FEDERAL INSURANCE CONTRIBUTIONS ACT,TITLE 26-INTERNAL REVENUE CODE,15608,2097,598,3,13,431,55,81,169,18,34
260_2007_048977,item,statute,CHAPTER 22-RAILROAD RETIREMENT TAX ACT,TITLE 26-INTERNAL REVENUE CODE,4991,970,507,5,9,150,18,28,56,4,13
260_2007_049142,item,statute,CHAPTER 23-FEDERAL UNEMPLOYMENT TAX ACT,TITLE 26-INTERNAL REVENUE CODE,17336,2070,315,0,11,485,58,54,80,8,18
260_2007_049639,item,statute,CHAPTER 23A-RAILROAD UNEMPLOYMENT REPAYMENT TAX,TITLE 26-INTERNAL REVENUE CODE,277,124,40,0,3,19,0,2,5,1,3
260_2007_049662,item,statute,CHAPTER 24-COLLECTION OF INCOME TAX AT SOURCE ON WAGES,TITLE 26-INTERNAL REVENUE CODE,12181,1534,260,0,7,576,10,100,56,9,17
