key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
490_2011_000003,item,statute,CHAPTER 1-ORGANIZATION,TITLE 49-TRANSPORTATION,18118,3254,239,0,15,684,5,43,63,20,15
490_2011_000703,item,statute,CHAPTER 3-GENERAL DUTIES AND POWERS,TITLE 49-TRANSPORTATION,8722,1984,140,3,30,306,2,17,55,14,25
490_2011_001043,item,statute,CHAPTER 5-SPECIAL AUTHORITY,TITLE 49-TRANSPORTATION,5616,1143,207,2,14,116,8,40,37,5,5
490_2011_001176,item,statute,CHAPTER 7-SURFACE TRANSPORTATION BOARD,TITLE 49-TRANSPORTATION,3928,1010,104,2,13,92,0,4,4,2,1
490_2011_001285,item,statute,CHAPTER 11-NATIONAL TRANSPORTATION SAFETY BOARD,TITLE 49-TRANSPORTATION,11271,2026,137,4,24,333,30,29,44,18,10
490_2011_001648,item,statute,CHAPTER 51-TRANSPORTATION OF HAZARDOUS MATERIAL,TITLE 49-TRANSPORTATION,14477,2508,194,0,29,504,55,31,171,20,21
490_2011_002182,item,statute,CHAPTER 53-PUBLIC TRANSPORTATION,TITLE 49-TRANSPORTATION,46910,5441,151,0,40,1755,217,69,251,25,20
490_2011_003978,item,statute,CHAPTER 55-INTERMODAL TRANSPORTATION,TITLE 49-TRANSPORTATION,4819,1245,80,2,14,209,12,8,16,3,5
490_2011_004204,item,statute,CHAPTER 57-SANITARY FOOD TRANSPORTATION,TITLE 49-TRANSPORTATION,335,168,77,0,1,11,0,2,1,2,1
490_2011_004217,item,statute,CHAPTER 59-INTERMODAL SAFE CONTAINER TRANSPORTATION,TITLE 49-TRANSPORTATION,2417,561,260,0,8,62,17,2,0,2,0
490_2011_004288,item,statute,CHAPTER 61-ONE-CALL NOTIFICATION PROGRAMS,TITLE 49-TRANSPORTATION,1502,500,74,0,9,60,12,2,2,2,2
490_2011_004360,item,statute,CHAPTER 101-GENERAL PROVISIONS,TITLE 49-TRANSPORTATION,649,325,45,0,2,32,0,1,29,1,14
490_2011_004395,item,statute,CHAPTER 105-JURISDICTION,TITLE 49-TRANSPORTATION,1026,359,120,0,2,37,0,8,54,4,1
490_2011_004435,item,statute,CHAPTER 107-RATES,TITLE 49-TRANSPORTATION,6303,1252,272,3,18,124,11,35,53,9,8
490_2011_004581,item,statute,CHAPTER 109-LICENSING,TITLE 49-TRANSPORTATION,5759,1246,187,0,10,164,16,5,134,4,5
490_2011_004756,item,statute,CHAPTER 111-OPERATIONS,TITLE 49-TRANSPORTATION,3259,841,147,4,16,84,2,5,34,5,6
490_2011_004861,item,statute,CHAPTER 113-FINANCE,TITLE 49-TRANSPORTATION,3221,725,220,2,9,64,3,4,49,4,7
490_2011_004937,item,statute,CHAPTER 115-FEDERAL-STATE RELATIONS,TITLE 49-TRANSPORTATION,661,203,70,0,2,15,0,1,0,1,0
