key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
410_2017_000004,item,statute,CHAPTER 1-DEFINITIONS,TITLE 41-PUBLIC CONTRACTS,1849,628,75,3,23,73,3,8,102,5,48
410_2017_000105,item,statute,CHAPTER 11-ESTABLISHMENT OF OFFICE AND AUTHORITY AND FUNCTIONS OF ADMINISTRATOR,TITLE 41-PUBLIC CONTRACTS,2534,779,116,2,13,89,1,8,18,6,12
410_2017_000210,item,statute,CHAPTER 12-FEDERAL ACQUISITION INSTITUTE,TITLE 41-PUBLIC CONTRACTS,563,261,61,0,1,29,0,1,4,1,3
410_2017_000241,item,statute,CHAPTER 13-ACQUISITION COUNCILS,TITLE 41-PUBLIC CONTRACTS,1659,529,141,2,6,67,4,7,27,3,14
410_2017_000317,item,statute,CHAPTER 15-COST ACCOUNTING STANDARDS,TITLE 41-PUBLIC CONTRACTS,2285,736,129,0,6,74,1,4,22,4,7
410_2017_000398,item,statute,CHAPTER 17-AGENCY RESPONSIBILITIES AND PROCEDURES,TITLE 41-PUBLIC CONTRACTS,8220,1854,105,0,13,306,6,23,56,17,23
410_2017_000718,item,statute,CHAPTER 19-SIMPLIFIED ACQUISITION PROCEDURES,TITLE 41-PUBLIC CONTRACTS,4587,1075,110,0,9,150,1,27,78,15,18
410_2017_000878,item,statute,CHAPTER 21-RESTRICTIONS ON OBTAINING AND DISCLOSING CERTAIN INFORMATION,TITLE 41-PUBLIC CONTRACTS,2153,642,81,0,7,78,16,8,45,6,6
410_2017_000964,item,statute,CHAPTER 23-MISCELLANEOUS,TITLE 41-PUBLIC CONTRACTS,4636,1247,125,0,13,163,0,16,22,11,5
410_2017_001142,item,statute,CHAPTER 31-GENERAL,TITLE 41-PUBLIC CONTRACTS,1025,361,136,0,6,39,0,10,12,5,7
410_2017_001188,item,statute,CHAPTER 33-PLANNING AND SOLICITATION,TITLE 41-PUBLIC CONTRACTS,8143,1574,102,0,12,310,5,21,86,9,21
410_2017_001511,item,statute,CHAPTER 35-TRUTHFUL COST OR PRICING DATA,TITLE 41-PUBLIC CONTRACTS,2866,609,130,0,9,75,15,5,16,5,5
410_2017_001596,item,statute,CHAPTER 37-AWARDING OF CONTRACTS,TITLE 41-PUBLIC CONTRACTS,1484,440,81,0,8,41,5,5,8,3,2
410_2017_001646,item,statute,CHAPTER 39-SPECIFIC TYPES OF CONTRACTS,TITLE 41-PUBLIC CONTRACTS,1849,474,74,0,6,62,11,1,23,1,9
410_2017_001715,item,statute,CHAPTER 41-TASK AND DELIVERY ORDER CONTRACTS,TITLE 41-PUBLIC CONTRACTS,2607,651,75,0,6,94,10,20,9,9,7
410_2017_001816,item,statute,CHAPTER 43-ALLOWABLE COSTS,TITLE 41-PUBLIC CONTRACTS,3256,887,103,0,10,111,2,7,21,4,4
410_2017_001938,item,statute,CHAPTER 45-CONTRACT FINANCING,TITLE 41-PUBLIC CONTRACTS,1064,363,112,0,6,26,5,0,13,0,2
410_2017_001971,item,statute,CHAPTER 47-MISCELLANEOUS,TITLE 41-PUBLIC CONTRACTS,5444,1264,193,0,12,155,4,19,55,12,11
410_2017_002140,item,statute,CHAPTER 61-ADVERTISING,TITLE 41-PUBLIC CONTRACTS,577,255,62,0,3,22,8,1,179,1,111
410_2017_002166,item,statute,CHAPTER 63-GENERAL CONTRACT PROVISIONS,TITLE 41-PUBLIC CONTRACTS,1366,488,85,0,9,47,0,3,24,3,14
410_2017_002223,item,statute,"CHAPTER 65-CONTRACTS FOR MATERIALS, SUPPLIES, ARTICLES, AND EQUIPMENT EXCEEDING $10,000",TITLE 41-PUBLIC CONTRACTS,2140,705,124,0,11,51,10,4,5,4,3
410_2017_002286,item,statute,CHAPTER 67-SERVICE CONTRACT LABOR STANDARDS,TITLE 41-PUBLIC CONTRACTS,2054,666,188,0,7,46,9,6,35,4,4
410_2017_002341,item,statute,CHAPTER 71-CONTRACT DISPUTES,TITLE 41-PUBLIC CONTRACTS,4485,1058,168,0,9,145,10,21,50,12,19
410_2017_002497,item,statute,CHAPTER 81-DRUG-FREE WORKPLACE,TITLE 41-PUBLIC CONTRACTS,1812,469,99,0,6,63,10,5,13,3,5
410_2017_002567,item,statute,CHAPTER 83-BUY AMERICAN,TITLE 41-PUBLIC CONTRACTS,1221,362,117,0,5,37,1,4,6,3,4
410_2017_002610,item,statute,CHAPTER 85-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,TITLE 41-PUBLIC CONTRACTS,1974,607,78,0,6,72,3,3,17,3,8
410_2017_002689,item,statute,CHAPTER 87-KICKBACKS,TITLE 41-PUBLIC CONTRACTS,1120,365,90,0,7,46,9,2,12,1,5
450_2017_000002,item,statute,"CHAPTER 1-SAFETY APPLIANCES AND EQUIPMENT ON RAILROAD ENGINES AND CARS, AND PROTECTION OF EMPLOYEES AND TRAVELERS",TITLE 45-RAILROADS,0,0,0,0,6,0,0,0,14,0,6
450_2017_000009,item,statute,CHAPTER 2-LIABILITY FOR INJURIES TO EMPLOYEES,TITLE 45-RAILROADS,1245,355,178,0,11,6,0,1,5,1,4
450_2017_000027,item,statute,CHAPTER 3-HOURS OF SERVICE OF EMPLOYEES,TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,4,0,1
450_2017_000030,item,statute,CHAPTER 4-CARE OF ANIMALS IN TRANSIT,TITLE 45-RAILROADS,0,0,0,0,2,0,0,0,0,0,0
