key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
050_2004_000003,item,statute,CHAPTER 1-ORGANIZATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,201,83,39,0,5,25,0,0,225,0,95
050_2004_000034,item,statute,CHAPTER 3-POWERS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,941,395,110,0,6,33,0,5,38,4,27
050_2004_000074,item,statute,CHAPTER 5-ADMINISTRATIVE PROCEDURE,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,28170,3656,290,5,47,726,53,31,7382,18,532
050_2004_000853,item,statute,CHAPTER 6-THE ANALYSIS OF REGULATORY FUNCTIONS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3793,811,227,0,12,87,12,6,63,2,30
050_2004_000953,item,statute,CHAPTER 7-JUDICIAL REVIEW,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,934,402,211,0,6,23,0,1,197,1,95
050_2004_000983,item,statute,CHAPTER 8-CONGRESSIONAL REVIEW OF AGENCY RULEMAKING,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2621,699,162,0,8,86,19,2,11,1,4
050_2004_001078,item,statute,CHAPTER 9-EXECUTIVE REORGANIZATION,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3035,740,228,0,13,62,14,1,2,1,2
050_2004_001155,item,statute,CHAPTER 11-OFFICE OF PERSONNEL MANAGEMENT,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1333,460,82,0,5,39,3,6,16,3,6
050_2004_001200,item,statute,"CHAPTER 12-MERIT SYSTEMS PROTECTION BOARD, OFFICE OF SPECIAL COUNSEL, AND EMPLOYEE RIGHT OF ACTION",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,8689,1231,183,3,19,224,28,27,103,9,10
050_2004_001447,item,statute,CHAPTER 13-SPECIAL AUTHORITY,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1139,409,119,0,8,26,1,3,6,3,5
050_2004_001482,item,statute,CHAPTER 14-AGENCY CHIEF HUMAN CAPITAL OFFICERS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,300,171,35,0,2,16,0,1,1,1,1
050_2004_001501,item,statute,CHAPTER 15-POLITICAL ACTIVITY OF CERTAIN STATE AND LOCAL EMPLOYEES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1883,525,198,0,8,35,9,1,9,1,3
050_2004_001547,item,statute,CHAPTER 21-DEFINITIONS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1856,581,89,0,10,87,0,7,224,6,73
050_2004_001645,item,statute,CHAPTER 23-MERIT SYSTEM PRINCIPLES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2644,776,110,0,5,94,3,21,111,12,34
050_2004_001745,item,statute,"CHAPTER 29-COMMISSIONS, OATHS, RECORDS, AND REPORTS",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,1125,370,102,2,10,33,0,6,3,1,3
050_2004_001792,item,statute,CHAPTER 31-AUTHORITY FOR EMPLOYMENT,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,6687,1406,135,4,23,217,6,37,508,23,243
050_2004_002037,item,statute,"CHAPTER 33-EXAMINATION, SELECTION, AND PLACEMENT",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,16655,2381,210,8,76,452,50,64,200,23,81
050_2004_002574,item,statute,CHAPTER 34-PART-TIME CAREER EMPLOYMENT OPPORTUNITIES,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,842,360,90,0,8,32,1,1,12,1,6
050_2004_002615,item,statute,"CHAPTER 35-RETENTION PREFERENCE, VOLUNTARY SEPARATION INCENTIVE PAYMENTS, RESTORATION, AND REEMPLOYMENT",TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,6180,1153,210,7,24,194,9,31,70,13,20
050_2004_002841,item,statute,CHAPTER 37-INFORMATION TECHNOLOGY EXCHANGE PROGRAM,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2147,609,135,0,7,63,1,3,1,3,1
050_2004_002913,item,statute,CHAPTER 41-TRAINING,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,3090,839,91,0,21,112,7,9,76,8,39
050_2004_003047,item,statute,CHAPTER 43-PERFORMANCE APPRAISAL,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2305,623,77,2,12,95,3,6,42,5,14
050_2004_003157,item,statute,CHAPTER 45-INCENTIVE AWARDS,TITLE 5-GOVERNMENT ORGANIZATION AND EMPLOYEES,2226,552,100,3,18,78,4,12,28,7,15
