key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
420_2016_000002,item,statute,CHAPTER 1-THE PUBLIC HEALTH SERVICE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,85,56,66,2,21,0,0,0,40,0,11
420_2016_000026,item,statute,CHAPTER 1A-THE PUBLIC HEALTH SERVICE; SUPPLEMENTAL PROVISIONS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,4,0,0,0,0,0,0
420_2016_000031,item,statute,CHAPTER 2-SANITATION AND QUARANTINE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,857,306,174,0,14,0,0,0,6,0,5
420_2016_000046,item,statute,CHAPTER 3-LEPROSY,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,2,0,0,0,2,0,1
420_2016_000049,item,statute,CHAPTER 3A-CANCER,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_000051,item,statute,"CHAPTER 4-VIRUSES, SERUMS, TOXINS, ANTITOXINS, ETC.",TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_000053,item,statute,CHAPTER 5-MATERNITY AND INFANCY WELFARE AND HYGIENE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_000055,item,statute,CHAPTER 6-THE CHILDREN'S BUREAU,TITLE 42-THE PUBLIC HEALTH AND WELFARE,227,122,152,0,4,0,0,0,0,0,0
420_2016_000060,item,statute,CHAPTER 6A-PUBLIC HEALTH SERVICE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,739605,23117,546,255,1403,31579,975,1106,1098,153,131
420_2016_033298,item,statute,CHAPTER 7-SOCIAL SECURITY,TITLE 42-THE PUBLIC HEALTH AND WELFARE,1104768,27705,1883,52,592,39638,4818,819,2050,146,208
420_2016_073581,item,statute,CHAPTER 7A-TEMPORARY UNEMPLOYMENT COMPENSATION PROGRAM,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_073583,item,statute,CHAPTER 8-LOW-INCOME HOUSING,TITLE 42-THE PUBLIC HEALTH AND WELFARE,84043,5954,491,5,87,2964,309,168,539,39,56
420_2016_076640,item,statute,"CHAPTER 8A-SLUM CLEARANCE, URBAN RENEWAL, AND FARM HOUSING",TITLE 42-THE PUBLIC HEALTH AND WELFARE,41859,4138,545,5,69,1169,198,84,121,29,42
420_2016_077884,item,statute,CHAPTER 8B-PUBLIC WORKS OR FACILITIES,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_077886,item,statute,CHAPTER 8C-OPEN-SPACE LAND,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,3,0,0,0,1,0,1
420_2016_077890,item,statute,CHAPTER 9-HOUSING OF PERSONS ENGAGED IN NATIONAL DEFENSE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,21618,2610,917,11,80,184,36,35,16,8,10
420_2016_078166,item,statute,CHAPTER 10-FEDERAL SECURITY AGENCY,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,2,0,0,0,1,0,1
420_2016_078169,item,statute,"CHAPTER 11-COMPENSATION FOR DISABILITY OR DEATH TO PERSONS EMPLOYED AT MILITARY, AIR, AND NAVAL BASES OUTSIDE UNITED STATES",TITLE 42-THE PUBLIC HEALTH AND WELFARE,2198,624,294,0,5,42,2,8,28,1,14
420_2016_078217,item,statute,"CHAPTER 12-COMPENSATION FOR INJURY, DEATH, OR DETENTION OF EMPLOYEES OF CONTRACTORS WITH UNITED STATES OUTSIDE UNITED STATES",TITLE 42-THE PUBLIC HEALTH AND WELFARE,4919,1002,855,2,13,60,7,13,23,3,6
420_2016_078293,item,statute,CHAPTER 13-SCHOOL LUNCH PROGRAMS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,52740,4458,315,0,37,2395,92,231,169,23,34
420_2016_080726,item,statute,CHAPTER 13A-CHILD NUTRITION,TITLE 42-THE PUBLIC HEALTH AND WELFARE,28160,3610,334,0,24,1038,14,87,234,19,29
420_2016_081789,item,statute,CHAPTER 14-DEVELOPMENT AND CONTROL OF ATOMIC ENERGY,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_081791,item,statute,CHAPTER 15-DISASTER RELIEF,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,3,4,0,0,0,0,0,0
420_2016_081799,item,statute,CHAPTER 15A-RECIPROCAL FIRE PROTECTION AGREEMENTS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,1865,481,134,2,12,72,6,0,8,0,4
420_2016_081886,item,statute,CHAPTER 15B-AIR POLLUTION CONTROL,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,6,9,0,0,0,2,0,1
420_2016_081902,item,statute,CHAPTER 16-NATIONAL SCIENCE FOUNDATION,TITLE 42-THE PUBLIC HEALTH AND WELFARE,35782,4217,221,0,108,1546,61,48,36,17,16
420_2016_083557,item,statute,CHAPTER 16A-GRANTS FOR SUPPORT OF SCIENTIFIC RESEARCH,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,2,0,0,0,3,0,2
420_2016_083560,item,statute,CHAPTER 16B-CONTRACTS FOR SCIENTIFIC AND TECHNOLOGICAL RESEARCH,TITLE 42-THE PUBLIC HEALTH AND WELFARE,253,123,112,0,3,6,0,0,0,0,0
420_2016_083570,item,statute,CHAPTER 17-FEDERAL EMPLOYMENT SERVICE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,0,1,0,0,0,0,0,0
420_2016_083572,item,statute,CHAPTER 18-YOUTH MEDALS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,350,172,97,0,6,0,2,0,0,0,0
420_2016_083579,item,statute,CHAPTER 19-SALINE AND SALT WATERS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,3,4,0,0,0,0,0,0
420_2016_083587,item,statute,CHAPTER 19A-WATER RESOURCES RESEARCH PROGRAM,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,4,4,0,0,0,0,0,0
420_2016_083596,item,statute,CHAPTER 19B-WATER RESOURCES PLANNING,TITLE 42-THE PUBLIC HEALTH AND WELFARE,15691,2570,324,4,54,496,4,12,22,9,9
420_2016_084151,item,statute,CHAPTER 20-ELECTIVE FRANCHISE,TITLE 42-THE PUBLIC HEALTH AND WELFARE,0,0,0,13,69,0,0,0,92,0,12
420_2016_084234,item,statute,CHAPTER 20A-CIVIL RIGHTS COMMISSION,TITLE 42-THE PUBLIC HEALTH AND WELFARE,1370,443,128,0,6,71,0,3,19,2,2
420_2016_084312,item,statute,CHAPTER 21-CIVIL RIGHTS,TITLE 42-THE PUBLIC HEALTH AND WELFARE,25850,3479,472,10,94,513,41,54,469,29,132
