key,type,document_type,heading,law_name,tokens_n,tokens_unique,max_leaf_tokens,items_n,seqitems_n,subseqitems_n,self_loops_n,reliance_n,responsibility_n,reliance_diversity_n,responsibility_diversity_n
100_2019_000004,item,statute,CHAPTER 1-DEFINITIONS,TITLE 10-ARMED FORCES,2949,873,99,0,1,120,0,33,175,19,88
100_2019_000126,item,statute,CHAPTER 2-DEPARTMENT OF DEFENSE,TITLE 10-ARMED FORCES,10668,1781,144,0,17,340,5,53,59,23,38
100_2019_000484,item,statute,CHAPTER 3-GENERAL POWERS AND FUNCTIONS,TITLE 10-ARMED FORCES,12668,2177,153,0,32,363,4,43,28,26,14
100_2019_000880,item,statute,CHAPTER 4-OFFICE OF THE SECRETARY OF DEFENSE,TITLE 10-ARMED FORCES,8248,1302,114,0,32,253,7,25,19,15,12
100_2019_001166,item,statute,CHAPTER 5-JOINT CHIEFS OF STAFF,TITLE 10-ARMED FORCES,4529,995,104,0,7,148,0,18,11,8,9
100_2019_001322,item,statute,CHAPTER 6-COMBATANT COMMANDS,TITLE 10-ARMED FORCES,5702,974,125,0,13,204,9,14,19,10,10
100_2019_001540,item,statute,"CHAPTER 7-BOARDS, COUNCILS, AND COMMITTEES",TITLE 10-ARMED FORCES,11595,2096,183,0,22,394,1,33,28,14,16
100_2019_001957,item,statute,CHAPTER 8-DEFENSE AGENCIES AND DEPARTMENT OF DEFENSE FIELD ACTIVITIES,TITLE 10-ARMED FORCES,3880,898,170,2,12,116,2,6,10,5,6
100_2019_002088,item,statute,CHAPTER 9-DEFENSE BUDGET MATTERS,TITLE 10-ARMED FORCES,6772,1196,159,0,26,254,16,26,30,6,21
100_2019_002369,item,statute,CHAPTER 9A-AUDIT,TITLE 10-ARMED FORCES,2556,665,76,0,9,78,4,7,1,3,1
100_2019_002457,item,statute,CHAPTER 11-RESERVE COMPONENTS,TITLE 10-ARMED FORCES,50,33,50,0,1,0,0,3,0,3,0
100_2019_002459,item,statute,CHAPTER 12-THE MILITIA,TITLE 10-ARMED FORCES,265,137,66,0,2,14,0,1,0,1,0
100_2019_002476,item,statute,CHAPTER 13-INSURRECTION,TITLE 10-ARMED FORCES,344,150,73,0,5,3,0,0,1,0,1
100_2019_002485,item,statute,CHAPTER 14-ARMING OF AMERICAN VESSELS,TITLE 10-ARMED FORCES,138,92,58,0,1,3,0,1,0,1,0
100_2019_002490,item,statute,CHAPTER 15-MILITARY SUPPORT FOR CIVILIAN LAW ENFORCEMENT AGENCIES,TITLE 10-ARMED FORCES,5160,1137,87,0,14,184,3,35,2,12,2
100_2019_002689,item,statute,CHAPTER 16-SECURITY COOPERATION,TITLE 10-ARMED FORCES,16984,2469,131,7,42,589,11,28,32,18,13
100_2019_003328,item,statute,CHAPTER 19-CYBER AND INFORMATION OPERATIONS MATTERS,TITLE 10-ARMED FORCES,3999,952,88,0,7,154,2,17,2,5,1
100_2019_003490,item,statute,CHAPTER 20-HUMANITARIAN AND OTHER ASSISTANCE,TITLE 10-ARMED FORCES,2894,753,90,0,10,112,1,1,8,1,6
100_2019_003613,item,statute,CHAPTER 21-DEPARTMENT OF DEFENSE INTELLIGENCE MATTERS,TITLE 10-ARMED FORCES,4483,1179,118,2,19,162,4,10,4,3,2
100_2019_003797,item,statute,CHAPTER 22-NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY,TITLE 10-ARMED FORCES,2581,812,117,4,15,81,0,8,2,5,2
100_2019_003898,item,statute,CHAPTER 23-MISCELLANEOUS STUDIES AND REPORTS,TITLE 10-ARMED FORCES,2329,606,94,0,13,80,0,0,56,0,11
100_2019_003992,item,statute,CHAPTER 24-NUCLEAR POSTURE,TITLE 10-ARMED FORCES,5745,1147,138,0,12,196,2,9,0,5,0
100_2019_004202,item,statute,CHAPTER 31-ENLISTMENTS,TITLE 10-ARMED FORCES,6195,1271,132,0,23,147,7,33,44,17,23
100_2019_004373,item,statute,CHAPTER 32-OFFICER STRENGTH AND DISTRIBUTION IN GRADE,TITLE 10-ARMED FORCES,5366,781,167,0,9,149,12,16,14,10,8
100_2019_004532,item,statute,CHAPTER 33-ORIGINAL APPOINTMENTS OF REGULAR OFFICERS IN GRADES ABOVE WARRANT OFFICER GRADES,TITLE 10-ARMED FORCES,2122,470,170,0,5,43,2,6,12,3,9
100_2019_004581,item,statute,"CHAPTER 33A-APPOINTMENT, PROMOTION, AND INVOLUNTARY SEPARATION AND RETIREMENT FOR MEMBERS ON THE WARRANT OFFICER ACTIVE-DUTY LIST",TITLE 10-ARMED FORCES,5317,729,178,0,14,123,28,12,19,7,7
100_2019_004719,item,statute,CHAPTER 34-APPOINTMENTS AS RESERVE OFFICERS,TITLE 10-ARMED FORCES,50,28,50,0,1,0,0,2,0,2,0
100_2019_004721,item,statute,CHAPTER 35-TEMPORARY APPOINTMENTS IN OFFICER GRADES,TITLE 10-ARMED FORCES,1938,453,144,0,5,62,0,2,10,2,5
100_2019_004789,item,statute,"CHAPTER 36-PROMOTION, SEPARATION, AND INVOLUNTARY RETIREMENT OF OFFICERS ON THE ACTIVE-DUTY LIST",TITLE 10-ARMED FORCES,20797,1791,268,6,53,450,151,87,35,34,18
100_2019_005299,item,statute,CHAPTER 37-GENERAL SERVICE REQUIREMENTS,TITLE 10-ARMED FORCES,1662,561,176,0,7,45,0,3,20,3,15
100_2019_005352,item,statute,CHAPTER 38-JOINT OFFICER MANAGEMENT,TITLE 10-ARMED FORCES,2720,659,108,0,8,96,4,5,12,4,10
100_2019_005457,item,statute,CHAPTER 39-ACTIVE DUTY,TITLE 10-ARMED FORCES,2495,648,137,0,27,62,13,23,40,9,16
100_2019_005547,item,statute,CHAPTER 40-LEAVE,TITLE 10-ARMED FORCES,7324,1152,172,0,14,198,6,43,11,14,5
100_2019_005760,item,statute,"CHAPTER 41-SPECIAL APPOINTMENTS, ASSIGNMENTS, DETAILS, AND DUTIES",TITLE 10-ARMED FORCES,2127,611,94,0,13,73,0,1,4,1,2
100_2019_005847,item,statute,CHAPTER 43-RANK AND COMMAND,TITLE 10-ARMED FORCES,1200,307,210,0,8,22,1,2,5,2,4
100_2019_005878,item,statute,CHAPTER 45-THE UNIFORM,TITLE 10-ARMED FORCES,2228,506,142,0,9,72,3,2,9,2,5
100_2019_005960,item,statute,CHAPTER 47-UNIFORM CODE OF MILITARY JUSTICE,TITLE 10-ARMED FORCES,48725,5363,246,12,201,1562,175,35,131,16,39
100_2019_007736,item,statute,CHAPTER 47A-MILITARY COMMISSIONS,TITLE 10-ARMED FORCES,17506,2654,144,8,53,452,27,9,0,6,0
100_2019_008250,item,statute,CHAPTER 48-MILITARY CORRECTIONAL FACILITIES,TITLE 10-ARMED FORCES,786,273,114,0,6,21,0,0,2,0,1
100_2019_008278,item,statute,CHAPTER 49-MISCELLANEOUS PROHIBITIONS AND PENALTIES,TITLE 10-ARMED FORCES,7344,1605,115,0,17,259,0,18,54,11,13
100_2019_008555,item,statute,CHAPTER 50-MISCELLANEOUS COMMAND RESPONSIBILITIES,TITLE 10-ARMED FORCES,2886,825,100,0,4,111,0,4,4,4,2
100_2019_008671,item,statute,CHAPTER 51-RESERVE COMPONENTS: STANDARDS AND PROCEDURES FOR RETENTION AND PROMOTION,TITLE 10-ARMED FORCES,31,27,31,0,1,0,0,1,0,1,0
100_2019_008673,item,statute,CHAPTER 53-MISCELLANEOUS RIGHTS AND BENEFITS,TITLE 10-ARMED FORCES,18189,2767,208,0,43,530,18,55,78,24,31
100_2019_009247,item,statute,CHAPTER 54-COMMISSARY AND EXCHANGE BENEFITS,TITLE 10-ARMED FORCES,1221,344,66,0,6,35,2,8,1,6,1
100_2019_009289,item,statute,CHAPTER 55-MEDICAL AND DENTAL CARE,TITLE 10-ARMED FORCES,47663,4801,229,0,91,1401,190,124,335,37,34
100_2019_010782,item,statute,CHAPTER 56-DEPARTMENT OF DEFENSE MEDICARE-ELIGIBLE RETIREE HEALTH CARE FUND,TITLE 10-ARMED FORCES,2686,610,151,0,7,54,16,6,1,4,1
100_2019_010844,item,statute,CHAPTER 57-DECORATIONS AND AWARDS,TITLE 10-ARMED FORCES,3272,802,114,0,18,79,0,13,2,7,2
100_2019_010942,item,statute,CHAPTER 58-BENEFITS AND SERVICES FOR MEMBERS BEING SEPARATED OR RECENTLY SEPARATED,TITLE 10-ARMED FORCES,11209,1882,136,0,16,323,7,37,65,23,16
100_2019_011282,item,statute,CHAPTER 59-SEPARATION,TITLE 10-ARMED FORCES,8024,1241,193,0,19,193,13,52,84,21,28
100_2019_011495,item,statute,CHAPTER 60-SEPARATION OF REGULAR OFFICERS FOR SUBSTANDARD PERFORMANCE OF DUTY OR FOR CERTAIN OTHER REASONS,TITLE 10-ARMED FORCES,1429,348,128,0,7,34,11,1,12,1,6
100_2019_011537,item,statute,CHAPTER 61-RETIREMENT OR SEPARATION FOR PHYSICAL DISABILITY,TITLE 10-ARMED FORCES,7272,1022,151,0,27,167,47,20,46,9,11
100_2019_011732,item,statute,CHAPTER 63-RETIREMENT FOR AGE,TITLE 10-ARMED FORCES,926,285,79,0,6,28,1,3,4,3,3
100_2019_011767,item,statute,CHAPTER 65-RETIREMENT OF WARRANT OFFICERS FOR LENGTH OF SERVICE,TITLE 10-ARMED FORCES,326,153,67,0,3,5,0,1,7,1,5
100_2019_011776,item,statute,CHAPTER 67-RETIRED PAY FOR NON-REGULAR SERVICE,TITLE 10-ARMED FORCES,24,23,24,0,1,0,0,1,0,1,0
100_2019_011778,item,statute,CHAPTER 69-RETIRED GRADE,TITLE 10-ARMED FORCES,3555,575,138,0,7,56,0,16,11,8,7
100_2019_011842,item,statute,CHAPTER 71-COMPUTATION OF RETIRED PAY,TITLE 10-ARMED FORCES,18055,2023,344,0,19,443,33,102,135,26,30
100_2019_012305,item,statute,CHAPTER 73-ANNUITIES BASED ON RETIRED OR RETAINER PAY,TITLE 10-ARMED FORCES,20354,2182,192,3,29,556,120,60,23,11,4
100_2019_012894,item,statute,CHAPTER 74-DEPARTMENT OF DEFENSE MILITARY RETIREMENT FUND,TITLE 10-ARMED FORCES,2462,464,133,0,7,54,14,21,5,5,5
100_2019_012956,item,statute,CHAPTER 75-DECEASED PERSONNEL,TITLE 10-ARMED FORCES,8077,1410,133,2,19,251,43,23,33,17,19
100_2019_013229,item,statute,CHAPTER 76-MISSING PERSONS,TITLE 10-ARMED FORCES,8791,1499,164,0,14,259,46,13,4,9,3
100_2019_013503,item,statute,CHAPTER 77-POSTHUMOUS COMMISSIONS AND WARRANTS,TITLE 10-ARMED FORCES,470,144,74,0,4,9,0,3,1,1,1
100_2019_013517,item,statute,CHAPTER 79-CORRECTION OF MILITARY RECORDS,TITLE 10-ARMED FORCES,7089,1209,163,0,12,169,7,22,73,7,14
100_2019_013699,item,statute,CHAPTER 80-MISCELLANEOUS INVESTIGATION REQUIREMENTS AND OTHER DUTIES,TITLE 10-ARMED FORCES,6276,1450,145,0,14,222,2,14,21,7,7
100_2019_013936,item,statute,CHAPTER 81-CIVILIAN EMPLOYEES,TITLE 10-ARMED FORCES,12007,2173,123,0,33,382,4,54,32,28,21
100_2019_014352,item,statute,CHAPTER 83-CIVILIAN DEFENSE INTELLIGENCE EMPLOYEES,TITLE 10-ARMED FORCES,3540,845,148,2,17,120,4,29,13,19,6
100_2019_014492,item,statute,CHAPTER 87-DEFENSE ACQUISITION WORKFORCE,TITLE 10-ARMED FORCES,10113,1847,138,5,34,312,11,28,16,16,14
100_2019_014844,item,statute,CHAPTER 88-MILITARY FAMILY PROGRAMS AND MILITARY CHILD CARE,TITLE 10-ARMED FORCES,6820,1370,121,2,25,209,2,11,39,8,5
100_2019_015081,item,statute,[CHAPTER 89-REPEALED],TITLE 10-ARMED FORCES,0,0,0,0,1,0,0,0,0,0,0
100_2019_015084,item,statute,CHAPTER 101-TRAINING GENERALLY,TITLE 10-ARMED FORCES,8505,1493,187,0,20,228,1,28,43,15,14
100_2019_015333,item,statute,CHAPTER 102-JUNIOR RESERVE OFFICERS&apos; TRAINING CORPS,TITLE 10-ARMED FORCES,2365,617,191,0,5,72,1,1,1,1,1
100_2019_015411,item,statute,CHAPTER 103-SENIOR RESERVE OFFICERS&apos; TRAINING CORPS,TITLE 10-ARMED FORCES,6781,1080,241,0,15,165,16,12,50,7,20
100_2019_015592,item,statute,CHAPTER 104-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,TITLE 10-ARMED FORCES,3007,823,190,0,9,81,3,5,4,4,4
100_2019_015683,item,statute,CHAPTER 105-ARMED FORCES HEALTH PROFESSIONS FINANCIAL ASSISTANCE PROGRAMS,TITLE 10-ARMED FORCES,2953,696,199,2,10,74,7,15,21,7,13
100_2019_015770,item,statute,CHAPTER 106-EDUCATIONAL ASSISTANCE FOR MEMBERS OF THE SELECTED RESERVE,TITLE 10-ARMED FORCES,73,52,40,0,8,0,0,1,0,1,0
100_2019_015779,item,statute,CHAPTER 106A-EDUCATIONAL ASSISTANCE FOR PERSONS ENLISTING FOR ACTIVE DUTY,TITLE 10-ARMED FORCES,1867,441,150,0,9,34,16,2,16,2,4
100_2019_015823,item,statute,CHAPTER 107-PROFESSIONAL MILITARY EDUCATION,TITLE 10-ARMED FORCES,1419,432,148,0,7,55,4,2,4,2,3
100_2019_015886,item,statute,CHAPTER 108-DEPARTMENT OF DEFENSE SCHOOLS,TITLE 10-ARMED FORCES,5474,1057,130,0,10,157,1,11,34,6,5
100_2019_016054,item,statute,CHAPTER 109-EDUCATIONAL LOAN REPAYMENT PROGRAMS,TITLE 10-ARMED FORCES,1861,525,90,0,4,56,0,21,25,5,3
100_2019_016115,item,statute,CHAPTER 110-EDUCATIONAL ASSISTANCE FOR MEMBERS HELD AS CAPTIVES AND THEIR DEPENDENTS,TITLE 10-ARMED FORCES,593,188,49,0,5,36,2,2,0,2,0
100_2019_016157,item,statute,"CHAPTER 111-SUPPORT OF SCIENCE, MATHEMATICS, AND ENGINEERING EDUCATION",TITLE 10-ARMED FORCES,5278,1180,100,0,13,188,1,9,8,5,2
100_2019_016359,item,statute,CHAPTER 112-CYBER SCHOLARSHIP PROGRAM,TITLE 10-ARMED FORCES,1434,417,136,0,7,48,5,6,15,2,1
100_2019_016415,item,statute,CHAPTER 113-DEFENSE CIVILIAN TRAINING CORPS,TITLE 10-ARMED FORCES,319,137,72,0,4,13,2,0,0,0,0
100_2019_016434,item,statute,CHAPTER 131-PLANNING AND COORDINATION,TITLE 10-ARMED FORCES,16521,2741,187,0,35,532,2,45,37,22,26
100_2019_017002,item,statute,CHAPTER 133-FACILITIES FOR RESERVE COMPONENTS,TITLE 10-ARMED FORCES,23,22,23,0,1,0,0,1,0,1,0
100_2019_017004,item,statute,CHAPTER 134-MISCELLANEOUS ADMINISTRATIVE PROVISIONS,TITLE 10-ARMED FORCES,4317,1169,103,2,31,137,1,14,11,12,6
100_2019_017175,item,statute,CHAPTER 135-SPACE PROGRAMS,TITLE 10-ARMED FORCES,5494,1180,99,0,14,213,0,10,10,6,3
100_2019_017403,item,statute,CHAPTER 136-PROVISIONS RELATING TO SPECIFIC PROGRAMS,TITLE 10-ARMED FORCES,1289,498,81,0,4,48,0,2,1,2,1
100_2019_017456,item,statute,CHAPTER 137-PROCUREMENT GENERALLY,TITLE 10-ARMED FORCES,48168,5127,238,0,62,1481,66,107,401,40,67
100_2019_019000,item,statute,CHAPTER 138-COOPERATIVE AGREEMENTS WITH NATO ALLIES AND OTHER COUNTRIES,TITLE 10-ARMED FORCES,9013,1593,121,2,25,263,9,19,8,11,5
100_2019_019291,item,statute,CHAPTER 139-RESEARCH AND DEVELOPMENT,TITLE 10-ARMED FORCES,18317,2728,192,0,38,563,18,72,109,25,24
100_2019_019893,item,statute,CHAPTER 140-PROCUREMENT OF COMMERCIAL PRODUCTS AND COMMERCIAL SERVICES,TITLE 10-ARMED FORCES,3188,652,124,0,8,88,4,14,19,6,5
100_2019_019990,item,statute,CHAPTER 141-MISCELLANEOUS PROCUREMENT PROVISIONS,TITLE 10-ARMED FORCES,14954,2489,228,0,54,439,2,53,95,27,15
100_2019_020484,item,statute,CHAPTER 142-PROCUREMENT TECHNICAL ASSISTANCE COOPERATIVE AGREEMENT PROGRAM,TITLE 10-ARMED FORCES,1787,497,73,0,10,62,5,6,4,5,2
100_2019_020557,item,statute,CHAPTER 143-PRODUCTION BY MILITARY AGENCIES,TITLE 10-ARMED FORCES,643,219,106,0,4,14,0,0,4,0,1
100_2019_020576,item,statute,CHAPTER 144-MAJOR DEFENSE ACQUISITION PROGRAMS,TITLE 10-ARMED FORCES,12100,1691,170,0,18,370,42,23,42,10,16
100_2019_020965,item,statute,[CHAPTER 144A-REPEALED],TITLE 10-ARMED FORCES,0,0,0,0,1,0,0,0,0,0,0
